fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
25,5101702857,Bursera multijuga,17.979983,-98.190783,8,1998,24.21667,16.03333,70.63142,178.35526,35.5,12.8,22.7,24.9,22.11667,26.46667,21.96667,727,157,2,102.19012,416,10,237,15,1144
26,5101683915,Bursera multijuga,20.716667,-103.4,8,1993,20.625,17.5,64.81481,262.76935,33.7,6.7,27,22.85,19.93333,23.4,17.05,898,236,3,118.59048,619,14,432,32,1577
27,5101671608,Bursera multijuga,20.283333,-103.416667,6,1986,19.75833,15.81667,62.02615,250.28015,32.5,7,25.5,21.76667,19.3,22.55,16.4,766,200,3,115.74354,512,14,178,31,1530
28,5101638480,Bursera multijuga,21.1,-104.433333,7,1989,22.275,17.78333,64.90268,247.82233,35.5,8.1,27.4,24.61667,21.18333,24.9,18.9,1000,290,2,121.87753,694,15,479,48,1058
29,5101627144,Bursera multijuga,21.877003,-103.8178,10,1996,20.25833,16.63333,63.97436,278.47665,33.1,7.1,26,22.8,19.16667,23.35,16.56667,762,201,3,114.27161,509,18,346,49,1652
30,5101624939,Bursera multijuga,20.75079,-104.08214,5,1990,19.48333,17.55,63.58696,251.2906,33,5.4,27.6,21.75,18.61667,22.25,16.11667,892,228,3,114.85085,608,18,435,43,1536
31,5101623648,Bursera multijuga,21.09,-103.527778,6,2008,18.89167,16.5,63.95349,256.27429,31.7,5.9,25.8,21.03333,18.23333,21.63333,15.45,849,224,3,115.91372,582,15,413,38,1803
32,5101612606,Bursera multijuga,20.100614,-102.538715,5,1996,19.5,15.63333,62.03704,240.49191,32,6.8,25.2,21.2,19.26667,22.33333,16.28333,802,197,3,112.06899,533,15,207,30,1677
33,5101612371,Bursera multijuga,21.05,-104.05,7,1992,23.00417,17.375,64.11439,259.48773,36.4,9.3,27.1,25.21667,22.4,25.91667,19.56667,847,238,2,123.58775,611,12,183,37,1345
34,5101605816,Bursera multijuga,21.346384,-103.557906,6,2003,18.575,17.05,63.6194,269.2962,31.8,5,26.8,20.85,17.86667,21.48333,14.96667,830,222,4,114.6197,562,16,400,39,1807
35,5101600117,Bursera multijuga,20.961667,-104.083055,10,1995,21.48333,18.6,64.58334,263.71759,35.5,6.7,28.8,23.88333,20.68333,24.41667,17.96667,876,238,2,121.21143,623,13,431,40,1439
36,4872676592,Bursera multijuga,22.65506,-103.9615,8,1990,20.37917,18.575,62.12375,363.73352,34.6,4.7,29.9,23.15,18.73333,24.35,15.53333,585,146,1,106.65198,379,13,243,56,1532
37,4872674831,Bursera multijuga,21.043678,-103.450982,1,1980,25.15,18.4,62.16216,302.29425,39.4,9.8,29.6,27.51667,24.71667,28.66667,21.18333,845,227,2,122.57145,604,11,183,32,903
38,4518985724,Bursera multijuga,20.897914,-103.801801,11,2023,24.07917,18.54167,63.71707,287.32669,38.3,9.2,29.1,26.45,23.55,27.33333,20.28333,822,226,2,122.89626,590,12,176,33,1174
39,4436571422,Bursera multijuga,20.898777,-103.83937,10,2017,23.81667,18.45,64.0625,283.48749,37.9,9.1,28.8,26.18333,23.25,27,20.05,818,225,2,122.73891,586,12,176,33,1196
40,4405113347,Bursera multijuga,20.728717,-104.035743,6,2020,17.84583,16.10833,63.6693,231.60957,30.5,5.2,25.3,19.9,17.05,20.36667,14.73333,939,232,4,111.17796,618,20,443,46,1774
41,4404989327,Bursera multijuga,20.748107,-103.887143,7,2020,19.92917,17.325,64.16667,248.12439,33.1,6.1,27,22.06667,19.33333,22.63333,16.6,779,199,2,114.85065,530,16,377,35,1511
42,4177329585,Bursera multijuga,20.79098,-103.396274,8,2023,20.525,17.65,63.71841,262.36252,34.1,6.4,27.7,22.63333,20,23.41667,17.03333,849,228,3,120.56445,597,13,191,29,1570
43,4169327801,Bursera multijuga,22.425833,-104.493889,7,2010,26.0125,17.675,62.45583,299.64468,39.7,11.4,28.3,27.73333,25.03333,29.25,21.93333,840,212,3,115.66771,580,17,347,59,583
44,4169324392,Bursera multijuga,23.201667,-104.526389,10,1999,20.89583,17.45833,61.90898,339.77573,34.4,6.2,28.2,23.41667,19.38333,24.56667,16.28333,627,162,4,106.76222,423,22,214,65,1349
45,4169324011,Bursera multijuga,23.46295,-104.492654,10,1984,16.6875,17.025,64.00376,319.77353,29.5,2.9,26.6,19.26667,17.41667,20.26667,12.46667,557,134,4,102.15055,359,17,210,63,1994
46,4169321138,Bursera multijuga,23.448784,-104.367929,8,1981,18.175,16.56667,61.35802,343.75269,31.2,4.2,27,20.83333,19.1,21.96667,13.6,502,121,3,103.63059,328,15,189,52,1698
47,4169317527,Bursera multijuga,25.249167,-107.086111,4,2013,24.0875,15.59167,58.83648,377.63693,36.6,10.1,26.5,27.51667,24.05,28.21667,19.16667,965,257,6,106.37143,640,22,572,108,487
48,4169297013,Bursera multijuga,22.427778,-104.497778,5,2010,26.0125,17.675,62.45583,299.64468,39.7,11.4,28.3,27.73333,25.03333,29.25,21.93333,840,212,3,115.66771,580,17,347,59,583
49,4169295093,Bursera multijuga,23.311568,-104.504598,9,1982,20.1125,17.69167,62.73641,345.47809,33.5,5.3,28.2,22.83333,18.41667,23.83333,15.45,592,150,4,105.05521,395,21,203,63,1378
50,4169293309,Bursera multijuga,23.375,-105.358333,8,1984,17.84167,16.36667,66.26181,268.67377,29.5,4.8,24.7,20.11667,18.18333,20.53333,14.18333,1275,275,6,89.61296,761,45,406,208,1631
51,4168707532,Bursera multijuga,20.144444,-104.114722,11,2002,19.6375,16.89167,64.71903,219.35986,32.3,6.2,26.1,21.53333,18.7,21.98333,16.65,896,217,6,105.99885,565,22,420,52,1488
52,4168707531,Bursera multijuga,22.362139,-105.244306,5,2009,25.39167,15.55,67.02586,261.4108,36,12.8,23.2,27.71667,24.96667,28.08333,21.96667,1356,380,1,129.42955,1047,8,863,63,188
53,4168707520,Bursera multijuga,20.688056,-103.576389,8,1967,19.40417,17.09167,64.25439,264.1062,32.2,5.6,26.6,21.71667,18.6,22.18333,15.8,733,188,1,114.49837,494,16,349,32,1580
54,4168707510,Bursera multijuga,19.848167,-104.184167,8,1981,21.14167,16.61667,65.93916,220.08089,33.1,7.9,25.2,22.76667,19.93333,23.4,18.11667,865,208,4,109.43991,554,18,387,47,1260
55,4168707482,Bursera multijuga,20.876189,-103.255544,7,1996,19.26667,17.35,63.32117,258.64447,32.8,5.4,27.4,21.38333,18.68333,22.15,15.83333,867,234,4,118.90909,601,14,195,31,1748
56,4168707466,Bursera multijuga,20.775692,-104.033908,6,1988,21.0375,18.325,63.40831,268.6424,35.1,6.2,28.9,23.41667,20.25,24,17.45,855,228,2,119.52628,603,14,426,39,1360
57,4168707450,Bursera multijuga,20.944194,-103.437056,6,1987,20.66667,17.2,63.94052,266.01718,33.9,7,26.9,22.88333,20.01667,23.53333,17.08333,804,214,2,118.06577,559,14,392,31,1575
58,4168707413,Bursera multijuga,20.808611,-103.3875,10,2006,21.14583,17.65833,63.29152,265.26535,34.8,6.9,27.9,23.25,20.65,24.1,17.61667,823,222,2,120.46705,579,13,183,29,1493
59,4168707398,Bursera multijuga,20.711167,-103.571722,12,1973,19.42083,17.30833,64.10493,261.45099,32.5,5.5,27,21.68333,18.68333,22.2,15.88333,751,194,2,114.87645,509,17,360,33,1607
60,4168707384,Bursera multijuga,20.299778,-103.412417,6,1963,19.10833,15.33333,62.07827,244.70605,31.5,6.8,24.7,21.1,18.61667,21.85,15.83333,844,216,4,114.10049,559,17,195,34,1667
61,4168707359,Bursera multijuga,20.258139,-103.6905,11,1982,18.09583,15.575,62.5502,237.21353,30.5,5.6,24.9,20.05,17.45,20.68333,14.9,896,219,6,107.88741,565,22,414,44,1674
62,4168707355,Bursera multijuga,20.8275,-103.850444,12,1967,17.7625,15.14167,62.82849,255.57533,29.6,5.5,24.1,20.06667,16.95,20.46667,14.28333,853,216,3,112.91042,570,18,407,37,1757
63,4168707321,Bursera multijuga,19.694722,-104.398333,6,1992,19.42083,14.35833,66.47376,200.4252,29.5,7.9,21.6,21.18333,17.98333,21.43333,16.75,1146,273,4,110.06253,757,22,702,66,1453
64,4168707303,Bursera multijuga,20.412056,-103.411556,5,1987,17.525,14.46667,60.78431,259.13757,29.5,5.7,23.8,19.7,17,20.35,14.05,895,229,5,113.16389,593,19,428,37,1806
65,4168489941,Bursera multijuga,19.091667,-102.391667,5,1967,26.25,15.91667,68.90332,174.40808,37.5,14.4,23.1,26.8,26.1,28.36667,23.9,864,198,3,111.86156,558,10,181,30,283
66,4165431460,Bursera multijuga,20.617779,-103.183835,1,2023,20.57917,17.34167,62.15651,270.00388,34.3,6.4,27.9,22.65,20.23333,23.66667,17,896,248,4,121.06416,629,14,198,29,1523
67,4162304581,Bursera multijuga,23.709801,-105.812343,7,2023,20.875,14.93333,64.36781,260.85092,32,8.8,23.2,22.93333,21.31667,23.53333,17.3,1106,274,4,104.70165,736,29,384,125,1092
68,4102406245,Bursera multijuga,20.30083,-103.30611,8,1993,18.6125,12.89167,61.68261,227.42755,28.9,8,20.9,20.58333,17.9,21.01667,15.48333,876,224,4,113.81001,580,17,422,35,1712
69,4031380517,Bursera multijuga,20.931389,-103.384444,5,2015,22.26667,17.55,62.90322,278.89664,35.9,8,27.9,24.48333,21.75,25.41667,18.56667,791,214,2,120.35807,557,13,174,29,1351
70,3961213559,Bursera multijuga,22.128256,-104.796547,7,2022,20.3875,15.925,66.91177,232.34111,31.8,8,23.8,22.45,20.46667,22.75,17.31667,1131,280,3,113.40184,782,20,699,93,1425
71,3925455527,Bursera multijuga,20.795443,-103.397484,7,2022,20.18333,17.38333,63.67522,256.49146,33.6,6.3,27.3,22.23333,19.68333,23.01667,16.76667,860,230,3,119.68282,601,14,194,30,1635
72,3859522076,Bursera multijuga,21.107492,-103.71637,6,2022,19.2375,16.425,64.16016,250.14656,32,6.4,25.6,21.3,18.5,21.9,15.85,852,222,2,115.0608,582,15,412,39,1748
73,3859263009,Bursera multijuga,20.440773,-102.619072,7,2022,19.19167,17.18333,62.94261,260.12961,32.5,5.2,27.3,21.25,18.75,22.21667,15.76667,823,222,2,118.66748,572,12,200,26,1875
74,3456973907,Bursera multijuga,20.398503,-104.620882,11,2021,15.97917,16.00833,64.03333,224.63565,28.1,3.1,25,17.85,14.61667,18.26667,12.95,1333,309,5,109.88999,869,24,550,63,1837
75,3415884376,Bursera multijuga,20.296687,-103.226587,8,2019,19.5125,12.50833,61.31536,231.25278,29.4,9,20.4,21.51667,18.78333,21.93333,16.3,881,230,3,118.25372,600,14,431,31,1579
76,3384616239,Bursera multijuga,20.762465,-103.37767,9,2021,20.57917,17.20833,64.2102,258.89151,33.7,6.9,26.8,22.73333,19.93333,23.35,17.08333,877,235,3,120.20522,614,14,428,31,1583
77,3321287477,Bursera multijuga,23.451426,-104.368233,9,2019,18.6,16.73333,61.51961,347.28165,31.7,4.5,27.2,21.3,19.53333,22.43333,13.98333,501,121,3,103.96805,329,16,187,51,1632
78,3308761184,Bursera multijuga,20.93139,-103.384,5,2015,22.26667,17.55,62.90322,278.89664,35.9,8,27.9,24.48333,21.75,25.41667,18.56667,791,214,2,120.35807,557,13,174,29,1351
79,3308748949,Bursera multijuga,21.34583,-103.5575,6,2003,18.575,17.05,63.6194,269.2962,31.8,5,26.8,20.85,17.86667,21.48333,14.96667,830,222,4,114.6197,562,16,400,39,1807
80,3308748438,Bursera multijuga,20.58389,-104.26972,9,2010,18.42083,16.24167,63.19715,235.38612,31,5.3,25.7,20.6,17.36667,20.93333,15.23333,983,240,5,109.62935,643,23,474,50,1532
81,3308703857,Bursera multijuga,20.43211,-103.69978,9,2008,19.9625,17.925,64.47842,245.82999,33.5,5.7,27.8,22.05,19.23333,22.61667,16.63333,801,200,4,112.77604,531,15,380,38,1414
82,3308643246,Bursera multijuga,22.68111,-104.00194,10,2007,22.57083,18.60833,62.65432,359.87662,36.5,6.8,29.7,25.23333,20.98333,26.43333,17.73333,576,142,2,107.82845,378,13,235,52,1223
83,3308596280,Bursera multijuga,20.1,-102.538333,5,1996,19.09583,15.60833,62.43333,240.53404,31.4,6.4,25,20.85,18.85,21.91667,15.88333,816,202,3,111.38954,540,16,207,30,1874
84,3308550273,Bursera multijuga,21.211667,-103.171667,7,1996,22.84167,18.58333,62.36018,309.66135,37.2,7.4,29.8,25.35,22.31667,26.36667,18.76667,747,211,2,119.96907,521,10,162,28,1215
85,3308540261,Bursera multijuga,21.35806,-103.21583,9,1999,19.69583,16.55833,63.19974,270.24786,32.4,6.2,26.2,22.03333,19.01667,22.68333,16.13333,765,213,3,116.60185,525,14,374,37,1675
86,3308533573,Bursera multijuga,23.473611,-104.334444,8,1981,16.4375,15.94167,61.78941,329.03528,28.9,3.1,25.8,19.05,17.28333,20.08333,12.06667,507,122,3,104.06317,329,15,199,50,1951
87,3308529750,Bursera multijuga,21.87556,-103.91806,7,1996,16.35833,16.16667,63.89987,276.15735,28.8,3.5,25.3,19,15.11667,19.33333,12.65,891,232,4,113.6195,592,22,401,59,2056
88,3308528417,Bursera multijuga,21.340464,-103.204153,9,1992,21.62917,17.90833,63.05751,293.2146,35.3,6.9,28.4,24.13333,21,24.9,17.78333,738,208,3,118.27708,511,12,362,34,1398
89,3308484773,Bursera multijuga,23.667,-104.4,6,1984,18.675,17.26667,62.33454,346.30191,31.9,4.2,27.7,21.38333,17.03333,22.53333,14.1,478,114,3,104.85645,315,15,185,45,1703
90,3308469659,Bursera multijuga,20.908556,-103.705789,11,1993,25.6375,17.525,62.14539,293.25854,39.3,11.1,28.2,28,25.08333,28.93333,21.71667,863,238,2,122.55058,616,11,180,35,775
91,3308456173,Bursera multijuga,20.3118,-103.3236,5,1990,16.75,12.73333,62.11382,217.30792,27.1,6.6,20.5,18.63333,16.06667,19.13333,13.83333,919,225,6,107.00991,579,23,428,41,2163
92,3308430413,Bursera multijuga,22.25,-104.8,8,1990,16.89167,15.76667,67.6681,232.67061,28,4.7,23.3,18.98333,17.01667,19.26667,13.8,1086,269,4,108.80019,725,22,666,105,1961
93,3308428878,Bursera multijuga,20.722114,-104.0843,5,1990,17.7625,16.39167,63.53359,237.78453,30.6,4.8,25.8,19.91667,16.88333,20.35,14.56667,960,235,4,110.18318,628,21,451,48,1752
94,3308427547,Bursera multijuga,21.827533,-104.714033,8,1991,26.98333,14.31667,65.37291,244.1156,37.2,15.3,21.9,28.86667,27.11667,29.48333,23.68333,976,275,2,118.28616,684,12,412,77,222
95,3308418522,Bursera multijuga,22.25,-104.667,10,1989,19.775,17.08333,65.20356,285.79633,32.2,6,26.2,22.2,20.16667,22.68333,15.91667,1009,253,3,112.82996,693,20,390,88,1465
96,3308381851,Bursera multijuga,23.483,-105.4,7,1984,13.97917,17.59167,67.14376,304.29095,26.2,0,26.2,16.98333,13.88333,17.33333,10.01667,1099,243,7,91.1192,660,43,588,169,2245
97,3308356631,Bursera multijuga,20.192689,-103.532794,8,1986,20.87083,17.325,64.16667,240.75125,34.1,7.1,27,22.83333,20.26667,23.5,17.6,552,151,2,114.11008,361,10,277,23,1363
98,3308351719,Bursera multijuga,25.340556,-105.740278,8,1983,16.69167,18.11667,60.59086,408.14899,30.8,0.9,29.9,20.41667,14.6,21.25,11.36667,528,131,6,103.10118,342,22,321,55,1811
99,3308348456,Bursera multijuga,20.967,-104.533,9,1985,20.62083,16.15833,65.41836,218.83429,32.5,7.8,24.7,22.71667,19.41667,22.88333,17.65,1093,293,3,117.38783,736,18,508,53,1292
100,3308341725,Bursera multijuga,20.892939,-103.433956,11,1980,20.42083,17.09167,63.77488,261.85922,33.6,6.8,26.8,22.58333,19.85,23.26667,16.91667,809,214,2,117.50296,559,14,180,32,1577
101,3308317849,Bursera multijuga,21.645461,-104.277106,10,1963,19.6875,17.075,65.17176,257.44482,32.6,6.4,26.2,21.58333,18.5,22.48333,16.23333,960,250,4,115.40644,648,19,422,59,1681
102,3308295625,Bursera multijuga,21.110728,-104.576972,6,1978,22.5625,17.10833,64.31705,257.37418,35.3,8.7,26.6,24.63333,23,25.16667,19.05,988,284,2,121.7204,683,13,462,55,919
103,3308283151,Bursera multijuga,21.029444,-104.428333,8,1981,22.49583,17.825,64.35017,257.36832,35.9,8.2,27.7,24.93333,21.33333,25.23333,18.98333,980,286,2,122.61633,686,16,474,48,1021
104,3308239934,Bursera multijuga,21.0055,-102.8245,8,1976,20.07083,18.90833,63.66442,292.84232,34.1,4.4,29.7,22.58333,19.36667,23.26667,16.16667,819,226,2,121.2076,582,12,408,29,1520
105,3308217710,Bursera multijuga,20.984889,-104.054944,6,1965,22,18.61667,64.6412,260.93362,36.1,7.3,28.8,24.3,21.3,24.9,18.53333,862,236,2,122.15799,617,13,425,39,1420
106,3308138243,Bursera multijuga,22.11556,-103.645,7,2002,19.51667,17.71667,63.04864,317.55695,33.1,5,28.1,21.75,18.16667,23,15.3,682,182,3,114.31102,458,17,307,49,1660
107,3308134918,Bursera multijuga,21.09139,-103.485,,,20.975,17.03333,63.79526,268.00186,34.1,7.4,26.7,23.2,20.33333,23.88333,17.4,806,215,2,117.63055,562,13,395,36,1560
108,3308113559,Bursera multijuga,22.367281,-105.028867,5,2009,25.7625,15.85833,64.46477,281.90201,37.3,12.7,24.6,28.06667,26.05,28.61667,21.91667,1296,349,2,126.7722,980,12,494,65,243
109,3308071559,Bursera multijuga,21.865439,-103.829703,10,1996,20.85833,16.98333,64.33081,277.71661,33.8,7.4,26.4,23.38333,19.81667,23.93333,17.16667,742,197,3,114.32498,495,18,337,47,1564
110,3308065291,Bursera multijuga,20.39767,-103.40144,9,2008,17.37917,14.54167,61.09944,247.50995,29.4,5.6,23.8,19.38333,16.9,20.13333,14.06667,901,228,5,111.6408,590,20,207,38,1872
111,3307984418,Bursera multijuga,21.33833,-103.21972,7,1998,19.13333,16,63.24111,262.09241,31.5,6.2,25.3,21.38333,18.46667,22.03333,15.66667,780,216,3,115.82376,532,15,380,38,1779
112,3307971615,Bursera multijuga,21.33806,-103.23111,8,1998,17.35417,14.79167,62.94326,241.5806,29.1,5.6,23.5,19.38333,16.71667,20.01667,14.15,808,221,5,114.84747,544,19,389,39,2076
113,3307968316,Bursera multijuga,21.33667,-103.22389,8,1999,19.13333,16,63.24111,262.09241,31.5,6.2,25.3,21.38333,18.46667,22.03333,15.66667,780,216,3,115.82376,532,15,380,38,1779
114,3307893306,Bursera multijuga,20.655833,-103.463056,8,1993,17.94167,15.35,63.69295,245.97516,29.8,5.7,24.1,20.05,17.26667,20.53333,14.6,895,230,4,113.89557,597,17,428,37,1866
115,3307876427,Bursera multijuga,22.656667,-103.961667,8,1990,20.37917,18.575,62.12375,363.73352,34.6,4.7,29.9,23.15,18.73333,24.35,15.53333,585,146,1,106.65198,379,13,243,56,1532
116,3307869636,Bursera multijuga,20.578917,-103.601078,7,1988,18.39583,16.39167,64.53412,239.58733,30.9,5.5,25.4,20.43333,17.68333,20.95,15.15,854,216,4,112.85178,566,18,406,36,1751
117,3307856020,Bursera multijuga,23.433333,-104.383333,8,1981,17.75417,16.44167,61.81078,337.41299,30.6,4,26.6,20.38333,18.63333,21.5,13.26667,506,123,3,104.07536,331,15,192,52,1782
118,3307842998,Bursera multijuga,20.7667,-103.5256,8,1993,19.64167,17.85,63.29787,259.7449,33.6,5.4,28.2,21.71667,19.21667,22.58333,16.23333,793,206,2,115.40738,540,17,176,33,1635
119,3307840116,Bursera multijuga,22.366667,-104.433333,8,1987,25.38333,17.68333,62.26526,306.75229,39.1,10.7,28.4,27.26667,24.33333,28.7,21.2,812,204,3,114.53431,554,17,338,60,639
120,3307836953,Bursera multijuga,20.298011,-103.338847,6,1994,18.60833,12.8,61.83575,227.4846,28.7,8,20.7,20.61667,17.78333,21.03333,15.48333,869,221,4,113.35722,573,17,417,35,1709
121,3307809149,Bursera multijuga,21.11215,-103.973183,7,1992,25.625,16.78333,62.85893,275.22305,38.6,11.9,26.7,27.91667,24.85,28.61667,21.9,870,248,1,123.19774,622,12,171,42,631
122,3307797102,Bursera multijuga,21.058331,-104.541667,6,1992,22.2625,16.875,64.65517,248.67947,34.7,8.6,26.1,24.68333,22.68333,24.78333,18.86667,993,289,2,122.80328,690,14,473,51,974
123,3307788674,Bursera multijuga,22.425,-104.341667,7,1990,14.79583,15.175,64.85043,260.30106,26.2,2.8,23.4,16.95,15.3,17.55,11.31667,822,219,3,109.21733,534,17,347,81,2328
124,3307759803,Bursera multijuga,20.455592,-104.393931,9,1984,17.725,17.11667,63.86816,234.49655,30.7,3.9,26.8,19.91667,16.6,20.18333,14.55,1037,243,5,107.21905,658,23,487,53,1602
125,3307758013,Bursera multijuga,22.333,-104.5,11,1988,26.10417,17.375,62.5,294.08142,39.5,11.7,27.8,27.8,25.15,29.25,22.06667,856,219,3,115.95435,589,17,359,61,616
126,3307725954,Bursera multijuga,25.3406,-105.7403,8,1983,16.69167,18.11667,60.59086,408.14899,30.8,0.9,29.9,20.41667,14.6,21.25,11.36667,528,131,6,103.10118,342,22,321,55,1811
127,3307629604,Bursera multijuga,20.992778,-104.119167,7,1957,22.7125,17.225,63.09524,275.56656,36,8.7,27.3,25.16667,21.9,25.7,19,889,255,2,123.81805,640,14,441,39,1164
128,3307623628,Bursera multijuga,21.572778,-103.0725,6,1957,20.9125,18.45833,64.09143,297.29941,34.7,5.9,28.8,23.6,19.95,24.23333,16.96667,677,193,2,116.42104,463,14,326,39,1499
129,3307597931,Bursera multijuga,21.6195,-102.9905,6,1957,21.3375,19.125,63.96321,315.79715,35.6,5.7,29.9,24.2,20.31667,24.85,17.13333,644,182,2,116.40173,440,13,306,38,1392
