fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
43,686301745,Icterus maculialatus,13.608,-88.837,6,2002,17.7875,9.59167,71.04939,83.53348,24.8,11.3,13.5,17.83333,16.91667,18.91667,16.78333,1991,392,7,94.00442,1031,23,268,69,1681
44,686301689,Icterus maculialatus,13.613,-88.838,6,2002,20.15833,9.91667,71.34293,85.78072,27.5,13.6,13.9,20.13333,19.43333,21.35,19.18333,1988,398,7,93.78385,1009,23,258,73,1258
45,686299375,Icterus maculialatus,13.81,-89.807,1,2002,22.0875,10.475,79.35606,69.41721,28.6,15.4,13.2,22.25,21.38333,22.95,21.25,1870,382,4,95.35377,970,16,252,54,973
46,657081052,Icterus maculialatus,16.867461,-93.20018,5,1954,22.70833,12.6,65.28498,188.88226,32.6,13.3,19.3,23.71667,22.51667,24.83333,20.15,1231,230,17,80.87909,609,66,340,97,939
47,657080874,Icterus maculialatus,16.750797,-93.366854,7,1949,23.825,12.86667,66.66667,182.00275,33.6,14.3,19.3,25.13333,23.73333,25.88333,21.36667,1011,202,11,92.41129,533,37,297,48,824
48,620833590,Icterus maculialatus,15.36754,-92.616837,6,1940,25.8625,12.15833,76.46751,85.28361,33.5,17.6,15.9,26.03333,24.73333,26.91667,24.73333,2427,502,4,96.18347,1322,22,723,22,310
49,620830358,Icterus maculialatus,16.534137,-94.366875,1,1964,27.27083,12.84167,71.3426,123.44411,36.1,18.1,18,27.61667,25.7,28.8,25.7,1247,313,3,108.01537,736,15,376,15,165
50,620829317,Icterus maculialatus,26.126575,-97.506344,12,1932,22.72083,9.95833,41.49306,513.77594,33.6,9.6,24,26.5,17.23333,28.46667,15.83333,702,149,22,55.50384,291,103,187,115,9
51,620827633,Icterus maculialatus,25.993808,-97.448633,2,1894,22.92083,9.79167,41.14146,512.65552,33.8,10,23.8,26.66667,17.43333,28.68333,16.08333,696,146,21,56.06512,296,96,190,107,4
52,620826192,Icterus maculialatus,16.827463,-93.090178,11,1965,21.92917,12.975,67.57813,169.88576,31.4,12.2,19.2,22.83333,20.36667,23.81667,19.6,1114,226,10,95.93609,610,32,333,40,1131
53,620825210,Icterus maculialatus,16.065832,-93.556857,8,1961,20.74583,12.04167,72.9798,131.71005,28.4,11.9,16.5,21.61667,18.91667,22.08333,18.91667,1219,264,5,102.81304,703,18,356,18,1383
54,620573412,Icterus maculialatus,15.685833,-93.141944,11,1964,25.37083,12.95833,75.33914,82.5023,33.7,16.5,17.2,25.48333,24.33333,26.43333,24.33333,2145,464,0,105.14915,1282,4,607,4,698
55,620571508,Icterus maculialatus,16.750833,-93.366944,7,1949,23.825,12.86667,66.66667,182.00275,33.6,14.3,19.3,25.13333,23.73333,25.88333,21.36667,1011,202,11,92.41129,533,37,297,48,824
56,620562781,Icterus maculialatus,15.062556,-92.153487,9,1959,23.22083,11.925,82.24138,54.12353,30.2,15.7,14.5,23.23333,22.5,23.85,22.5,3112,556,27,77.01891,1408,100,1016,100,923
57,590156707,Icterus maculialatus,16.228046,-92.10459,5,2011,19.80833,13.45,69.68912,141.88397,29.2,9.9,19.3,20.71667,18.58333,21.35,17.83333,1176,239,13,88.26582,583,46,384,48,1579
58,590148394,Icterus maculialatus,14.550916,-91.16766,3,2011,18.1125,11.10833,82.28395,49.22698,24.5,11,13.5,18.08333,17.5,18.63333,17.5,2338,491,16,86.75329,1091,84,744,139,1722
59,590091455,Icterus maculialatus,14.381981,-89.123184,8,2011,12.675,9.31667,68.00487,113.80804,19.6,5.9,13.7,13.26667,11.95,13.93333,11.13333,1683,309,21,83.12872,823,70,551,79,2471
60,590013385,Icterus maculialatus,16.248358,-92.10027,7,2011,19.83333,13.4,69.79166,141.05663,29.2,10,19.2,20.75,18.6,21.36667,17.86667,1195,239,14,87.72192,590,47,387,50,1558
61,589944059,Icterus maculialatus,14.523229,-91.13565,3,2011,23.225,9.5,80.50848,60.69671,28.8,17,11.8,23.3,22.83333,23.83333,22.45,3775,725,27,80.60379,1722,139,580,275,758
62,589942400,Icterus maculialatus,16.225538,-92.117966,7,2011,19.68333,13.3,69.63351,140.52391,29,9.9,19.1,20.6,18.48333,21.21667,17.73333,1172,239,13,88.14584,578,45,385,48,1606
63,589894709,Icterus maculialatus,16.265003,-92.15555,7,2011,19.05417,13.30833,70.78901,141.30009,28.1,9.3,18.8,20.08333,17.85,20.55,17.1,1128,236,10,89.12457,555,40,395,40,1779
64,589882228,Icterus maculialatus,16.235008,-92.10268,7,2011,19.8625,13.45833,69.7323,140.64989,29.3,10,19.3,20.78333,18.65,21.4,17.9,1187,239,13,88.04802,587,47,385,50,1562
65,589843917,Icterus maculialatus,16.315197,-91.98389,5,2011,19.475,12.73333,68.0927,144.67049,28.8,10.1,18.7,20.33333,18.25,21.08333,17.48333,1302,249,20,82.29826,632,62,408,65,1539
66,589840636,Icterus maculialatus,14.538728,-91.15901,12,2011,21.16667,11.01667,85.40052,48.11602,27.4,14.5,12.9,21.4,20.61667,21.65,20.56667,3238,657,25,84.02131,1499,119,476,203,1186
67,588676877,Icterus maculialatus,16.193905,-92.326614,8,2010,24.2875,12.65833,67.69162,150.25925,33.5,14.8,18.7,24.83333,22.31667,26.06667,22.31667,1158,267,2,101.1478,589,13,380,13,619
68,588658017,Icterus maculialatus,16.20807,-92.12123,7,2010,19.69167,13.15,69.21053,140.9841,29,10,19,20.61667,18.46667,21.23333,17.73333,1144,238,10,90.64363,575,40,381,40,1594
69,588653882,Icterus maculialatus,16.141113,-92.10629,7,2010,19.3625,12.94167,69.20677,139.51419,28.6,9.9,18.7,20.28333,18.2,20.91667,17.45,1161,246,12,90.1535,583,40,389,43,1692
70,588548826,Icterus maculialatus,16.34386,-92.63157,7,2010,24.9625,13.54167,64.48413,175.30655,35.5,14.5,21,25.45,22.73333,27.1,22.73333,1224,261,3,99.60461,660,13,399,13,585
71,588533233,Icterus maculialatus,14.91891,-91.10288,4,2010,15.29167,12.63333,72.19048,113.67485,24,6.5,17.5,15.86667,14.5,16.48333,13.75,2165,387,26,78.16319,975,88,665,176,2069
72,588527077,Icterus maculialatus,14.571622,-91.16455,12,2010,16.87083,11.05833,81.31128,57.5033,23.4,9.8,13.6,16.95,16.1,17.46667,16.1,2360,473,11,86.21719,1111,65,970,65,1919
73,588526539,Icterus maculialatus,16.304983,-92.506256,7,2010,24.65833,13.63333,65.23126,167.42479,35.1,14.2,20.9,25.16667,22.51667,26.66667,22.51667,1286,286,4,99.18525,671,17,424,17,644
74,588520179,Icterus maculialatus,14.617757,-90.492355,4,2010,19.49583,10.70833,73.85058,89.75873,26.8,12.3,14.5,19.86667,18.86667,20.48333,18.31667,1274,282,3,99.36155,670,14,418,45,1466
75,588519324,Icterus maculialatus,16.246515,-92.132706,8,2010,19.5875,13.175,69.70899,141.24648,28.8,9.9,18.9,20.51667,18.38333,21.1,17.61667,1183,239,14,87.27789,578,48,387,51,1609
76,588195544,Icterus maculialatus,14.61016,-90.63998,12,2009,14.775,10.9,74.65753,87.52922,22.1,7.5,14.6,15.3,14.15,15.7,13.6,1507,305,9,88.53853,767,36,508,80,2222
77,588162288,Icterus maculialatus,14.655174,-90.552925,5,2008,18.75833,11.16667,75.45045,83.17105,26.3,11.5,14.8,19.16667,18.23333,19.68333,17.66667,1250,268,6,96.06314,659,19,422,51,1631
78,587790305,Icterus maculialatus,14.563563,-90.68501,11,2003,16.3375,10.85833,74.88506,84.37269,23.6,9.1,14.5,16.81667,15.85,17.25,15.2,1373,293,3,95.09644,719,17,464,55,1907
79,587699455,Icterus maculialatus,13.441842,-88.26875,7,2001,18.87083,9.80833,72.1201,74.20666,25.8,12.2,13.6,18.78333,18.06667,19.81667,17.95,1963,407,3,94.47074,993,15,288,66,1479
80,587343456,Icterus maculialatus,13.865081,-89.623375,7,1995,15.3625,9.275,74.2,84.3727,21.6,9.1,12.5,15.65,14.3,16.33333,14.26667,2009,392,8,93.7594,1051,31,288,70,1992
81,5146923772,Icterus maculialatus,16.7625,-93.375,4,1949,23.67083,12.825,66.79687,181.30159,33.4,14.2,19.2,24.98333,23.55,25.7,21.2,1013,202,11,91.95676,533,38,297,49,852
82,5146793875,Icterus maculialatus,16.870833,-93.206944,5,1954,22.70833,12.6,65.28498,188.88226,32.6,13.3,19.3,23.71667,22.51667,24.83333,20.15,1231,230,17,80.87909,609,66,340,97,939
83,5146793781,Icterus maculialatus,16.751667,-93.116667,6,1954,24.92917,12.90833,66.19659,176.48663,34.8,15.3,19.5,25.68333,23.4,26.98333,22.55,1146,230,10,92.49751,603,34,346,37,537
84,5146781905,Icterus maculialatus,13.89167,-89.69694,4,1942,16.2375,9.175,75.20492,84.37267,22.4,10.2,12.2,16.51667,15.18333,17.21667,15.13333,2107,413,7,94.20874,1130,37,294,78,1871
85,5146756193,Icterus maculialatus,14.15393,-90.41051,6,2013,19.48333,9.9,80.48781,63.58006,25.6,13.3,12.3,19.78333,18.73333,20.16667,18.65,1825,381,4,95.04753,920,14,273,51,1521
86,5146738903,Icterus maculialatus,13.86667,-89.68333,4,1942,18.525,9.66667,76.11549,81.39409,25,12.3,12.7,18.75,17.63333,19.53333,17.48333,2048,414,5,95.56379,1091,19,278,58,1527
87,5140448657,Icterus maculialatus,13.828733,-89.622569,4,2025,16.30417,9.65833,76.65343,71.20581,22.6,10,12.6,16.45,15.46667,17.21667,15.43333,2039,405,5,95.23487,1086,20,295,59,1900
88,5133989593,Icterus maculialatus,15.088491,-92.091722,3,2025,17.7625,11.875,79.69798,68.75931,24.7,9.8,14.9,18.05,16.76667,18.43333,16.76667,2099,402,20,81.0014,968,82,841,82,1840
89,5133218959,Icterus maculialatus,15.197575,-92.475633,3,2025,24.31667,12.16667,80.57396,54.4949,31.8,16.7,15.1,24.25,23.71667,25.05,23.71667,2596,517,10,88.43226,1317,46,411,46,896
90,5053372890,Icterus maculialatus,16.141667,-93.591667,,,21.44583,12.225,74.54268,115.31496,29.2,12.8,16.4,22.11667,19.86667,22.7,19.86667,1101,239,2,104.94799,643,12,328,12,1359
91,5028048167,Icterus maculialatus,16.928242,-93.474258,12,2016,22.35,11.46667,65.90038,182.55762,31.1,13.7,17.4,23.58333,21.9,24.21667,19.81667,1296,220,25,65.97275,580,88,314,164,978
92,5027862311,Icterus maculialatus,16.826889,-93.071022,6,2015,20.95833,12.91667,68.34215,160.32401,30.2,11.3,18.9,21.8,19.46667,22.73333,18.75,1101,226,7,99.23412,616,26,335,31,1332
93,5027631171,Icterus maculialatus,16.820644,-93.070168,11,2016,21.30833,13,68.42105,160.62144,30.6,11.6,19,22.16667,19.81667,23.08333,19.1,1095,225,7,99.16734,612,26,332,32,1265
94,5026875095,Icterus maculialatus,16.834078,-93.077118,11,2017,23.17917,12.275,64.94709,185.80853,32.7,13.8,18.9,24.13333,21.51667,25.26667,20.65,1251,243,16,86.59039,641,56,367,66,786
95,5026133116,Icterus maculialatus,16.832722,-93.077972,7,2016,21.02917,12.975,68.65079,159.92126,30.3,11.4,18.9,21.88333,19.55,22.8,18.83333,1100,225,8,98.67554,614,27,333,33,1321
96,5025028043,Icterus maculialatus,16.799282,-93.061066,7,2016,23.67917,12.875,67.0573,172.72493,33.3,14.1,19.2,24.5,22.11667,25.65,21.31667,1177,233,13,91.10488,620,40,352,50,853
97,5024565880,Icterus maculialatus,16.812469,-93.0839,10,2015,21.76667,13.25,69.01041,159.44983,31.2,12,19.2,22.56667,20.3,23.56667,19.58333,1091,224,8,98.66518,608,27,330,32,1234
98,5023636396,Icterus maculialatus,16.832148,-93.070335,4,2015,20.95833,12.91667,68.34215,160.32401,30.2,11.3,18.9,21.8,19.46667,22.73333,18.75,1101,226,7,99.23412,616,26,335,31,1332
99,5023399577,Icterus maculialatus,16.830791,-93.069008,7,2015,20.95833,12.91667,68.34215,160.32401,30.2,11.3,18.9,21.8,19.46667,22.73333,18.75,1101,226,7,99.23412,616,26,335,31,1332
100,5023201399,Icterus maculialatus,16.834612,-93.071709,8,2016,23.16667,12.28333,64.99118,185.90483,32.7,13.8,18.9,24.1,21.5,25.26667,20.63333,1257,243,17,86.1423,643,58,368,67,786
101,5023150745,Icterus maculialatus,16.823603,-93.075485,8,2015,21.12917,13.04167,68.64035,158.37898,30.4,11.4,19,21.96667,19.65,22.88333,18.95,1097,226,8,99.01788,613,27,333,32,1312
102,5022732836,Icterus maculialatus,16.811113,-93.064499,5,2015,23.83333,12.36667,65.43209,181.23735,33.4,14.5,18.9,24.68333,22.26667,25.91667,21.38333,1253,244,17,86.97456,644,53,371,62,651
103,5022337815,Icterus maculialatus,16.829418,-93.091583,3,2018,21.92917,12.975,67.57813,169.88576,31.4,12.2,19.2,22.83333,20.36667,23.81667,19.6,1114,226,10,95.93609,610,32,333,40,1131
104,5020400194,Icterus maculialatus,16.824753,-93.067757,5,2015,21.30833,13,68.42105,160.62144,30.6,11.6,19,22.16667,19.81667,23.08333,19.1,1095,225,7,99.16734,612,26,332,32,1265
105,5020372263,Icterus maculialatus,16.828531,-93.067757,9,2016,20.95833,12.91667,68.34215,160.32401,30.2,11.3,18.9,21.8,19.46667,22.73333,18.75,1101,226,7,99.23412,616,26,335,31,1332
106,5017990850,Icterus maculialatus,16.831982,-93.077026,8,2015,21.02917,12.975,68.65079,159.92126,30.3,11.4,18.9,21.88333,19.55,22.8,18.83333,1100,225,8,98.67554,614,27,333,33,1321
107,5017300345,Icterus maculialatus,16.833462,-93.077377,4,2017,23.17917,12.275,64.94709,185.80853,32.7,13.8,18.9,24.13333,21.51667,25.26667,20.65,1251,243,16,86.59039,641,56,367,66,786
108,5017156399,Icterus maculialatus,16.820192,-93.070206,3,2016,21.30833,13,68.42105,160.62144,30.6,11.6,19,22.16667,19.81667,23.08333,19.1,1095,225,7,99.16734,612,26,332,32,1265
109,5017117996,Icterus maculialatus,16.817745,-93.073868,1,2018,21.30833,13,68.42105,160.62144,30.6,11.6,19,22.16667,19.81667,23.08333,19.1,1095,225,7,99.16734,612,26,332,32,1265
110,5016251629,Icterus maculialatus,16.834324,-93.076942,10,2017,23.17917,12.275,64.94709,185.80853,32.7,13.8,18.9,24.13333,21.51667,25.26667,20.65,1251,243,16,86.59039,641,56,367,66,786
111,5015187682,Icterus maculialatus,16.832743,-93.078102,4,2016,21.02917,12.975,68.65079,159.92126,30.3,11.4,18.9,21.88333,19.55,22.8,18.83333,1100,225,8,98.67554,614,27,333,33,1321
112,5013244300,Icterus maculialatus,16.834118,-93.057632,12,2014,21.22917,12.95833,67.84467,166.39847,30.6,11.5,19.1,22.1,19.71667,23.08333,18.95,1109,226,9,98.07165,616,29,334,34,1252
113,5012904497,Icterus maculialatus,16.814278,-93.083771,9,2015,21.76667,13.25,69.01041,159.44983,31.2,12,19.2,22.56667,20.3,23.56667,19.58333,1091,224,8,98.66518,608,27,330,32,1234
114,5012736882,Icterus maculialatus,16.834118,-93.076088,5,2016,23.17917,12.275,64.94709,185.80853,32.7,13.8,18.9,24.13333,21.51667,25.26667,20.65,1251,243,16,86.59039,641,56,367,66,786
115,4974196893,Icterus maculialatus,14.590038,-90.47257,8,2024,17.875,10.1,74.26471,88.84357,24.8,11.2,13.6,18.36667,17.26667,18.83333,16.68333,1343,276,6,93.87489,695,22,448,60,1663
116,4973941153,Icterus maculialatus,14.59141,-90.471772,8,2024,17.875,10.1,74.26471,88.84357,24.8,11.2,13.6,18.36667,17.26667,18.83333,16.68333,1343,276,6,93.87489,695,22,448,60,1663
117,4940937999,Icterus maculialatus,14.5727,-90.7259,8,2024,18.075,11.01667,74.94331,86.03648,25.4,10.7,14.7,18.53333,17.66667,19.03333,16.91667,1235,278,2,98.75451,656,13,155,46,1616
118,4924088571,Icterus maculialatus,16.832206,-93.07601,8,2024,21.02917,12.975,68.65079,159.92126,30.3,11.4,18.9,21.88333,19.55,22.8,18.83333,1100,225,8,98.67554,614,27,333,33,1321
119,4910829651,Icterus maculialatus,16.808715,-93.092462,7,2024,21.86667,13.21667,68.83681,161.02419,31.3,12.1,19.2,22.68333,20.4,23.68333,19.66667,1093,224,8,98.02613,606,27,330,34,1212
120,4908141752,Icterus maculialatus,16.832645,-93.07795,7,2024,21.02917,12.975,68.65079,159.92126,30.3,11.4,18.9,21.88333,19.55,22.8,18.83333,1100,225,8,98.67554,614,27,333,33,1321
121,4867946089,Icterus maculialatus,14.537537,-90.710031,5,2024,16.575,10.66667,75.11736,86.08929,23.6,9.4,14.2,17.1,16.08333,17.48333,15.4,1342,291,3,95.80873,707,15,460,53,1823
123,4845609490,Icterus maculialatus,14.67427,-91.17096,6,2023,18.55833,11.48333,78.65296,66.18958,25.6,11,14.6,18.83333,17.75,19.26667,17.7,2227,474,7,92.02991,1053,52,746,89,1600
124,4844581346,Icterus maculialatus,14.750669,-91.48001,6,2023,12.69167,12.3,74.54546,107.46741,20.2,3.7,16.5,13.65,11.13333,13.73333,11.13333,1402,278,3,88.38319,653,21,636,21,2552
125,4843414196,Icterus maculialatus,14.34484,-90.63378,12,2023,21.97083,10.80833,79.47304,62.50303,28.4,14.8,13.6,22.31667,21.2,22.6,21.15,1941,427,6,96.28522,971,22,651,63,1093
126,4841693971,Icterus maculialatus,14.59981,-90.53599,4,2023,19.5125,11.075,74.83109,84.45345,27,12.2,14.8,19.81667,18.96667,20.45,18.4,1250,267,2,99.15033,654,12,421,39,1506
127,4839266855,Icterus maculialatus,16.830183,-93.09078,2,2014,21.92917,12.975,67.57813,169.88576,31.4,12.2,19.2,22.83333,20.36667,23.81667,19.6,1114,226,10,95.93609,610,32,333,40,1131
128,4838334316,Icterus maculialatus,14.647161,-90.57111,5,2023,18.95,11.16667,74.94408,83.69314,26.5,11.6,14.9,19.36667,18.4,19.88333,17.85,1264,266,5,96.13938,651,18,422,52,1593
