fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
34,971704914,Icterus dominicensis,21.92338,-84.478,11,2013,25.37917,9.40833,62.72222,195.25577,32.3,17.3,15,26.86667,22.75,27.53333,22.75,1373,220,44,56.59687,558,145,515,145,9
36,970509185,Icterus dominicensis,18.03568,-71.742775,11,2013,27.075,10.75,74.65277,124.78162,34.2,19.8,14.4,28.28333,25.51667,28.6,25.51667,540,91,10,61.59227,238,43,179,43,19
37,970287478,Icterus dominicensis,22.53563,-78.36401,10,2013,25.42917,8.20833,60.35539,210.70723,31.9,18.3,13.6,27.21667,22.93333,27.86667,22.68333,927,152,18,64.85058,387,70,314,72,4
38,966489546,Icterus dominicensis,18.326176,-71.57188,9,2013,24.47917,11.475,75.49342,118.08044,31.8,16.6,15.2,25.56667,22.86667,25.83333,22.86667,972,161,17,63.03828,407,60,325,60,451
39,965975713,Icterus dominicensis,18.324118,-71.56945,9,2013,24.65417,11.45833,75.38377,120.00868,32,16.8,15.2,25.75,23.01667,26.03333,23.01667,936,155,18,62.05232,389,62,308,62,413
40,965332308,Icterus dominicensis,23.02504,-82.359436,2,1998,24.98333,8.66667,59.77011,215.59993,31.9,17.4,14.5,27.31667,22.4,27.38333,22.15,1333,206,51,51.12036,505,162,489,162,61
41,964856364,Icterus dominicensis,22.634134,-83.4058,8,2013,23.99583,9.525,61.85065,216.46391,31.2,15.8,15.4,25.91667,21.13333,26.33333,21.13333,1463,209,49,49.55912,543,172,530,172,160
42,964852825,Icterus dominicensis,22.325703,-81.18373,8,2013,25.19167,8.86667,59.90992,205.95491,31.9,17.1,14.8,27.53333,22.51667,27.53333,22.51667,1218,206,12,69.17954,541,71,541,71,11
43,964851235,Icterus dominicensis,22.439035,-81.15892,8,2013,25.22083,9.00833,60.45861,206.25951,32,17.1,14.9,27.56667,22.55,27.56667,22.55,1277,208,13,69.12975,572,77,572,77,12
44,964842236,Icterus dominicensis,22.545101,-78.375565,8,2013,25.36667,8.16667,59.61071,210.92148,31.9,18.2,13.7,27.16667,22.86667,27.81667,22.61667,936,153,18,64.95847,390,70,317,73,6
46,964538275,Icterus dominicensis,19.6088,-72.199524,10,2012,25.49583,10.89167,71.18737,138.35822,32.8,17.5,15.3,26.15,23.86667,26.96667,23.65,1631,202,83,27.05594,498,281,394,336,126
47,964128735,Icterus dominicensis,18.481848,-72.313675,8,2013,20.45,10.63333,71.84685,126.76035,27.3,12.5,14.8,21.58333,18.73333,21.85,18.73333,1610,276,21,65.71478,678,74,544,74,1014
48,963935744,Icterus dominicensis,22.260221,-81.26282,1,2009,25.29583,8.84167,60.1474,203.66483,31.9,17.2,14.7,27.58333,22.63333,27.58333,22.63333,1172,204,13,68.83803,515,70,515,70,9
49,963923975,Icterus dominicensis,22.35678,-83.86658,1,2009,24.25417,9.65833,62.71645,212.23332,31.4,16,15.4,26.48333,21.41667,26.53333,21.41667,1516,227,46,56.6241,604,163,590,163,107
50,962717134,Icterus dominicensis,19.898993,-70.87987,8,2013,26.15,10.66667,73.05936,157.03212,33.6,19,14.6,24.66667,27.81667,27.88333,24.16667,1342,225,45,53.16078,588,144,163,482,5
51,962238294,Icterus dominicensis,18.91711,-72.64742,8,2013,25.1125,10.775,73.80138,120.87041,32.1,17.5,14.6,26.06667,23.46667,26.43333,23.46667,1071,158,17,66.08481,443,60,432,60,197
52,962098525,Icterus dominicensis,18.468035,-72.29625,7,2013,19.24583,10.59167,72.05215,123.92185,26,11.3,14.7,20.43333,17.6,20.65,17.6,1647,300,23,66.13826,700,80,548,80,1181
53,961594337,Icterus dominicensis,19.888582,-75.527054,2,2011,26.1,8.21667,65.73335,139.08792,32.1,19.6,12.5,27.33333,24.36667,27.75,24.36667,1040,175,29,56.89994,401,94,297,94,56
54,961558345,Icterus dominicensis,19.887966,-75.521385,2,2011,26.35417,8.225,65.79999,139.97501,32.4,19.9,12.5,27.6,24.61667,28.01667,24.61667,1013,169,31,55.33816,387,97,286,97,14
56,960886813,Icterus dominicensis,21.967882,-80.12552,3,2006,19.7375,8.625,59.48276,208.57878,26.5,12,14.5,21.5,16.98333,22.01667,16.98333,1605,240,20,67.43871,658,90,630,90,875
57,960882930,Icterus dominicensis,22.286793,-81.20761,2,2006,25.19583,8.80833,59.92064,202.61313,31.9,17.2,14.7,27.5,22.56667,27.5,22.56667,1191,205,12,69.42675,526,69,526,69,8
58,960879598,Icterus dominicensis,22.645384,-83.36561,2,2006,24.5375,9.525,62.2549,215.61882,31.7,16.4,15.3,26.46667,21.68333,26.88333,21.68333,1418,207,47,49.54582,526,167,517,167,65
59,960877584,Icterus dominicensis,22.615595,-83.714836,2,2006,24.0875,9.65833,62.31183,216.80664,31.3,15.8,15.5,26.41667,21.2,26.41667,21.2,1530,211,53,51.7096,590,182,590,182,148
60,960249351,Icterus dominicensis,19.073357,-70.81663,7,2013,20.11667,10.78333,71.4128,141.77982,27.2,12.1,15.1,20.7,18.48333,21.61667,18.15,1166,180,42,41.93102,389,142,335,161,946
61,959957619,Icterus dominicensis,18.555136,-68.35831,3,2007,26.425,7.95,72.93578,119.9337,31.8,20.9,10.9,27.01667,24.98333,27.83333,24.96667,1165,155,54,32.28893,392,178,306,205,8
62,958707950,Icterus dominicensis,22.552437,-78.40798,4,2013,25.3375,8.10833,59.62011,210.18524,31.8,18.2,13.6,27.13333,22.83333,27.76667,22.6,946,153,18,64.77079,392,71,320,73,4
63,958685260,Icterus dominicensis,22.596945,-81.43694,4,2013,25.325,8.3,57.63889,210.75082,31.9,17.5,14.4,27.73333,22.6,27.73333,22.6,1284,207,16,69.19202,584,81,584,81,6
64,958612641,Icterus dominicensis,21.931581,-84.49928,2,2012,25.35833,9.5,62.91391,195.55087,32.3,17.2,15.1,26.85,22.71667,27.51667,22.71667,1372,219,44,56.3703,556,145,515,145,9
65,958601437,Icterus dominicensis,22.261139,-81.26312,2,2012,25.29583,8.84167,60.1474,203.66483,31.9,17.2,14.7,27.58333,22.63333,27.58333,22.63333,1172,204,13,68.83803,515,70,515,70,9
66,958536956,Icterus dominicensis,22.468147,-78.35037,2,2012,25.4125,8.45833,60.41667,211.08081,32,18,14,27.18333,22.93333,27.85,22.65,944,153,23,63.21253,389,77,318,77,8
67,958468705,Icterus dominicensis,22.288448,-81.1466,4,2013,25.20833,8.93333,60.36037,203.53505,31.9,17.1,14.8,27.51667,22.56667,27.51667,22.56667,1207,206,12,69.12397,531,72,531,72,12
68,958467281,Icterus dominicensis,22.160698,-81.092834,2,2012,25.12083,8.925,61.13015,199.50458,31.8,17.2,14.6,27,22.53333,27.36667,22.53333,1132,202,14,69.72076,507,68,483,68,15
69,958459327,Icterus dominicensis,22.634623,-83.40886,4,2013,24.09167,9.53333,61.90477,216.63579,31.3,15.9,15.4,26.01667,21.23333,26.43333,21.23333,1452,208,48,49.71149,540,169,533,169,140
70,958422746,Icterus dominicensis,22.667809,-83.477455,4,2013,24.05833,9.41667,61.54684,218.18292,31.3,16,15.3,26,21.18333,26.43333,21.18333,1453,205,48,49.03426,538,171,533,171,130
71,958374102,Icterus dominicensis,22.43697,-81.15554,4,2013,25.22083,9.00833,60.45861,206.25951,32,17.1,14.9,27.56667,22.55,27.56667,22.55,1280,208,13,69.0191,573,77,573,77,13
72,958325401,Icterus dominicensis,20.997545,-77.712135,4,2013,25.13333,9.66667,64.01766,181.76326,32.2,17.1,15.1,26.56667,22.65,27.2,22.65,1428,226,21,67.94791,605,76,544,76,117
73,957999671,Icterus dominicensis,22.638796,-83.37909,4,2013,24.4375,9.54167,61.95887,216.44992,31.6,16.2,15.4,26.36667,21.58333,26.8,21.58333,1420,207,47,49.94088,528,165,519,165,79
74,957985636,Icterus dominicensis,22.646587,-83.37221,4,2013,24.4875,9.50833,61.74242,217.49739,31.7,16.3,15.4,26.43333,21.63333,26.85,21.63333,1423,207,49,49.14039,527,170,517,170,70
76,956747948,Icterus dominicensis,18.59251,-72.2918,3,2013,27.10833,11.53333,75.38126,124.0204,34.6,19.3,15.3,28.2,25.51667,28.56667,25.51667,982,161,17,57.37977,376,67,286,67,26
77,956405938,Icterus dominicensis,18.117424,-73.84305,6,2013,26.54583,9.74167,71.10706,117.34676,32.7,19,13.7,27.66667,25.01667,27.86667,25.01667,1838,321,68,51.27185,698,208,519,208,12
78,956316164,Icterus dominicensis,22.364046,-81.385345,3,2013,25.2625,8.40833,58.3912,205.93607,31.8,17.4,14.4,27.61667,22.6,27.61667,22.6,1218,206,14,68.79826,545,74,545,74,13
79,956304996,Icterus dominicensis,22.370396,-81.29196,3,2013,25.29167,8.73333,59.41043,208.85872,32,17.3,14.7,27.7,22.6,27.7,22.6,1221,205,15,68.38655,544,76,544,76,4
80,955276213,Icterus dominicensis,19.15053,-70.63084,5,2013,23.10833,11.13333,72.76689,144.86409,30.4,15.1,15.3,23.71667,21.48333,24.63333,21.11667,1320,197,59,35.12358,429,195,335,212,557
82,954803443,Icterus dominicensis,22.1386,-80.93662,3,1992,25.10417,9.44167,62.11622,203.10611,32,16.8,15.2,26.98333,22.45,27.36667,22.45,1185,209,18,70.25497,530,74,501,74,11
84,954135464,Icterus dominicensis,22.523657,-81.61949,1,2008,25.29583,7.74167,56.50851,208.38622,31.7,18,13.7,27.7,22.61667,27.7,22.61667,1277,208,13,70.25911,573,73,573,73,7
85,953350696,Icterus dominicensis,20.011456,-75.62695,3,2012,19.29167,7.83333,63.17204,147.58409,25.1,12.7,12.4,20.61667,17.38333,20.95,17.38333,1810,272,52,52.97212,684,173,573,173,1081
87,949505151,Icterus dominicensis,18.76754,-68.52482,4,2013,26.38333,8.23333,74.84848,113.0835,31.9,20.9,11,26.96667,25.03333,27.73333,25.01667,1334,162,60,30.18982,432,205,351,238,6
88,949384993,Icterus dominicensis,22.567099,-81.60095,4,2013,25.30417,8.05833,56.74883,212.47948,31.8,17.6,14.2,27.73333,22.55,27.73333,22.55,1291,208,15,69.47314,577,78,577,78,4
89,949298787,Icterus dominicensis,22.526194,-78.44822,4,2013,25.25417,8.19167,59.79319,211.06288,31.7,18,13.7,27.06667,22.75,27.68333,22.48333,991,154,24,61.10849,398,82,328,91,2
90,949111895,Icterus dominicensis,21.016573,-77.71385,4,2013,24.47917,9.675,64.5,178.92937,31.5,16.5,15,25.9,22.05,26.51667,22.05,1456,229,21,68.16348,615,76,554,76,231
91,949082817,Icterus dominicensis,22.522705,-78.46779,4,2013,25.25,8.25,60.21898,208.68639,31.7,18,13.7,27.05,22.78333,27.65,22.51667,1015,155,28,59.82378,403,89,333,97,5
92,949038948,Icterus dominicensis,22.111048,-81.28158,7,2002,25.66667,7.6,58.01527,201.24989,31.9,18.8,13.1,27.51667,23.08333,27.95,23.08333,1094,200,11,70.75368,498,63,473,63,3
93,949016107,Icterus dominicensis,21.914701,-80.01343,7,2002,20.6875,8.60833,60.19814,204.84056,27.4,13.1,14.3,22.43333,17.96667,22.9,17.96667,1580,238,23,65.91165,647,102,610,102,733
94,948982279,Icterus dominicensis,22.546686,-78.37676,4,2013,25.36667,8.16667,59.61071,210.92148,31.9,18.2,13.7,27.16667,22.86667,27.81667,22.61667,936,153,18,64.95847,390,70,317,73,6
95,948925815,Icterus dominicensis,21.004395,-77.7063,4,2013,25.0125,9.65833,63.96248,181.46028,32.1,17,15.1,26.43333,22.53333,27.08333,22.53333,1431,227,20,68.30929,607,73,546,73,137
96,948724112,Icterus dominicensis,22.479568,-81.24596,4,2013,25.2625,8.80833,59.51577,210.01216,32,17.2,14.8,27.66667,22.55,27.66667,22.55,1270,207,13,68.87912,571,78,571,78,8
97,948631586,Icterus dominicensis,22.2694,-81.08682,4,2013,25.31667,9.1,61.07383,206.05972,32.1,17.2,14.9,27.26667,22.66667,27.66667,22.66667,1208,207,14,69.62901,530,71,528,71,5
98,948434504,Icterus dominicensis,22.642136,-83.4076,4,2013,23.65,9.36667,61.62281,215.58588,30.8,15.6,15.2,25.55,20.81667,25.98333,20.81667,1490,211,50,49.71033,555,175,552,175,223
99,948235974,Icterus dominicensis,22.659403,-83.40829,4,2013,23.59583,9.175,61.16666,215.14751,30.7,15.7,15,25.5,20.76667,25.93333,20.76667,1496,211,52,49.1631,556,177,553,177,225
101,946703428,Icterus dominicensis,18.679585,-68.413734,4,2013,26.40417,7.89167,73.07099,118.94342,31.8,21,10.8,26.98333,24.96667,27.78333,24.95,1245,158,59,30.0957,408,199,324,224,4
102,946429379,Icterus dominicensis,22.502071,-78.39147,3,2013,25.32917,8.45833,60.41667,211.6006,31.9,17.9,14,27.11667,22.83333,27.76667,22.55,954,153,21,63.54639,392,74,321,77,11
103,946267075,Icterus dominicensis,22.597214,-81.43689,3,2013,25.325,8.3,57.63889,210.75082,31.9,17.5,14.4,27.73333,22.6,27.73333,22.6,1284,207,16,69.19202,584,81,584,81,6
104,946224589,Icterus dominicensis,22.139906,-80.93712,3,2013,25.10417,9.44167,62.11622,203.10611,32,16.8,15.2,26.98333,22.45,27.36667,22.45,1185,209,18,70.25497,530,74,501,74,11
105,946180846,Icterus dominicensis,22.58364,-83.80097,3,2013,23.57083,9.34167,61.45833,214.99956,30.7,15.5,15.2,25.85,20.7,25.88333,20.7,1591,223,55,53.21832,636,188,627,188,224
106,945918548,Icterus dominicensis,22.2842,-81.20967,3,2013,25.19583,8.80833,59.92064,203.18439,31.9,17.2,14.7,27.5,22.56667,27.5,22.56667,1189,205,12,69.4174,526,69,526,69,9
107,945753226,Icterus dominicensis,22.633862,-83.40897,3,2013,24.09167,9.53333,61.90477,216.63579,31.3,15.9,15.4,26.01667,21.23333,26.43333,21.23333,1452,208,48,49.71149,540,169,533,169,140
108,943767788,Icterus dominicensis,19.56909,-70.78577,3,2013,24.35,11.03333,73.55556,151.64252,31.8,16.8,15,23.86667,25.96667,25.98333,22.35,1471,191,66,34.09613,498,244,264,350,380
109,943073145,Icterus dominicensis,19.891853,-75.568794,3,1999,25.87083,8.04167,65.37941,139.50334,31.8,19.5,12.3,27.11667,24.15,27.53333,24.15,1078,179,31,56.48397,413,98,309,98,76
110,943071848,Icterus dominicensis,18.53528,-68.36638,7,2008,26.42083,7.95833,73.01224,120.00868,31.8,20.9,10.9,27,24.98333,27.83333,24.96667,1167,155,54,31.91312,390,180,309,208,5
111,943038843,Icterus dominicensis,17.960732,-71.18068,2,2013,26.2125,9.60833,75.06511,104.14425,32.3,19.5,12.8,27.26667,25,27.48333,24.83333,1224,178,42,52.42065,503,138,418,146,30
112,943038540,Icterus dominicensis,18.432713,-71.520996,3,1996,27.82083,10.69167,75.29343,121.98095,35,20.8,14.2,28.93333,26.18333,29.25,26.18333,536,100,10,65.0086,218,40,158,40,-35
113,943034345,Icterus dominicensis,18.277607,-71.49353,3,1996,22.2625,11.025,75.51369,115.34781,29.2,14.6,14.6,23.36667,20.68333,23.56667,20.68333,1136,180,17,63.72697,485,62,402,62,732
115,942157968,Icterus dominicensis,22.691954,-83.338165,1,2008,22.75833,8.95,60.47298,215.33099,29.8,15,14.8,25.1,19.93333,25.1,19.93333,1563,216,56,48.72415,584,187,584,187,376
116,941753598,Icterus dominicensis,18.749496,-68.49984,3,2010,26.35833,8.21667,74.02402,118.47195,31.9,20.8,11.1,26.93333,24.93333,27.73333,24.9,1312,161,61,30.00119,424,203,346,236,4
117,941708866,Icterus dominicensis,18.732347,-68.46637,2,2009,26.35,8.15,73.42342,120.24596,31.9,20.8,11.1,26.93333,24.91667,27.75,24.88333,1290,160,61,29.86904,418,203,339,231,4
118,941571590,Icterus dominicensis,18.323183,-71.56939,2,2013,24.65417,11.45833,75.38377,120.00868,32,16.8,15.2,25.75,23.01667,26.03333,23.01667,936,155,18,62.05232,389,62,308,62,413
119,941074730,Icterus dominicensis,22.532152,-78.363434,2,2013,25.40833,8.25,60.21898,211.37894,31.9,18.2,13.7,27.2,22.91667,27.85,22.65,930,152,19,64.50784,387,71,314,74,5
120,940903760,Icterus dominicensis,21.010805,-77.74235,2,2013,25.125,9.65,63.90728,184.00223,32.2,17.1,15.1,26.58333,22.61667,27.21667,22.61667,1417,224,20,68.47326,601,74,541,74,110
121,940893620,Icterus dominicensis,22.178503,-81.13987,2,2013,25.27083,8.40833,60.4916,193.63109,31.7,17.8,13.9,27.13333,22.78333,27.46667,22.78333,1131,202,12,70.32215,508,65,488,65,10
122,940893047,Icterus dominicensis,22.536222,-78.35974,2,2013,25.42917,8.20833,60.35539,210.70723,31.9,18.3,13.6,27.21667,22.93333,27.86667,22.68333,927,152,18,64.85058,387,70,314,72,4
123,940840640,Icterus dominicensis,21.92225,-84.47827,2,2013,25.37917,9.40833,62.72222,195.25577,32.3,17.3,15,26.86667,22.75,27.53333,22.75,1373,220,44,56.59687,558,145,515,145,9
124,940529947,Icterus dominicensis,21.91056,-84.633865,2,2013,25.38333,9.05,62.4138,195.231,32.1,17.6,14.5,27.36667,23.11667,27.51667,22.75,1376,220,42,56.72171,564,142,525,145,14
125,940528354,Icterus dominicensis,22.510227,-81.13761,2,2013,25.4125,9.525,62.66447,197.41655,32.2,17,15.2,27.63333,22.81667,27.63333,22.81667,1307,206,12,68.34586,582,84,582,84,12
126,940202030,Icterus dominicensis,22.483376,-81.221924,11,2012,25.23333,8.8,59.45946,206.76439,32,17.2,14.8,27.6,22.56667,27.6,22.56667,1282,207,14,68.82558,576,79,576,79,9
127,940155077,Icterus dominicensis,22.367538,-81.16356,11,2012,25.2875,9.05833,59.98896,209.99052,32.1,17,15.1,27.66667,22.56667,27.66667,22.56667,1245,207,13,68.79427,553,74,553,74,7
129,939947830,Icterus dominicensis,21.811783,-84.49997,11,2012,25.5375,8.84167,62.70685,185.90228,32.2,18.1,14.1,26.98333,23.33333,27.6,23.05,1370,218,42,55.78563,555,147,511,150,10
130,939945544,Icterus dominicensis,19.91332,-75.15052,1,2013,26.7375,8.09167,65.78591,142.41623,32.6,20.3,12.3,28,24.98333,28.4,24.98333,754,140,26,56.32891,295,87,188,87,17
132,939025107,Icterus dominicensis,22.342693,-81.09807,1,2008,25.27917,8.70833,59.64611,207.48994,32,17.4,14.6,27.65,22.6,27.65,22.6,1251,208,12,69.51896,554,72,554,72,6
133,939006944,Icterus dominicensis,22.64669,-83.37211,1,2008,24.4875,9.50833,61.74242,217.49739,31.7,16.3,15.4,26.43333,21.63333,26.85,21.63333,1423,207,49,49.14039,527,170,517,170,70
135,938673070,Icterus dominicensis,22.290367,-81.23566,3,2000,25.19583,8.79167,60.2169,203.2515,31.8,17.2,14.6,27.5,22.55,27.5,22.55,1186,205,12,69.31331,525,69,525,69,10
136,938564776,Icterus dominicensis,22.717058,-83.37601,2,1999,23.14583,9.04167,60.27778,218.83429,30.3,15.3,15,25.53333,20.28333,25.53333,20.28333,1526,212,55,48.72655,568,180,568,180,301
137,938473474,Icterus dominicensis,21.102112,-75.93118,4,2008,26.43333,7.2,56.69292,184.33337,32.8,20.1,12.7,27.08333,25,28.66667,24.06667,989,163,38,50.57349,407,131,203,171,10
138,938379370,Icterus dominicensis,22.180729,-81.13987,3,2000,25.27083,8.40833,60.4916,193.63109,31.7,17.8,13.9,27.13333,22.78333,27.46667,22.78333,1131,202,12,70.32215,508,65,488,65,10
139,938129592,Icterus dominicensis,18.352896,-71.61575,4,2002,24.30833,11.36667,75.27594,118.47196,31.6,16.5,15.1,25.38333,22.68333,25.65,22.68333,1021,171,16,63.93565,427,58,342,58,477
140,937598281,Icterus dominicensis,19.085287,-72.422226,12,2012,25.89583,11.75833,77.35745,108.82552,33,17.8,15.2,27.01667,24.36667,27.03333,24.36667,1253,192,10,76.07285,567,43,553,43,145
141,937280014,Icterus dominicensis,22.273848,-81.67236,3,1999,25.4625,8.025,56.91489,209.79564,31.9,17.8,14.1,27.86667,22.76667,27.86667,22.76667,1198,206,11,70.12225,529,67,529,67,4
142,936463348,Icterus dominicensis,18.54299,-72.3431,1,2013,26.91667,11.03333,74.04921,127.89081,34.2,19.3,14.9,28.05,25.23333,28.38333,25.23333,973,153,19,54.08134,365,72,277,72,10
143,935678839,Icterus dominicensis,18.515947,-68.377266,1,2013,26.41667,8.05,73.18182,121.96001,31.9,20.9,11,27,24.96667,27.85,24.93333,1158,156,52,33.19858,391,174,311,200,6
144,935231417,Icterus dominicensis,22.31592,-81.14613,1,2008,25.24167,9.03333,60.6264,206.7149,32,17.1,14.9,27.58333,22.55,27.58333,22.55,1218,207,13,69.32698,538,72,538,72,8
145,935075893,Icterus dominicensis,19.138622,-72.39335,12,2012,24.86667,11.61667,77.96421,94.75646,31.8,16.9,14.9,25.65,23.53333,25.85,23.53333,1251,194,11,72.32273,539,46,519,46,317
