fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
11,977023803,Icterus abeillei,20.519371,-99.88392,4,2013,17.94167,16.2,63.03502,267.49539,30.2,4.5,25.7,20.15,14.38333,20.81667,14.38333,479,97,5,88.34991,268,24,147,24,1878
12,976324597,Icterus abeillei,19.318682,-99.19348,4,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
13,976320428,Icterus abeillei,19.317047,-99.18145,4,2013,15.9625,15.05833,69.39324,168.87494,26.3,4.6,21.7,17,13.68333,17.9,13.68333,829,175,9,96.70722,484,28,237,28,2295
14,976076865,Icterus abeillei,19.298061,-99.2536,6,2013,13.61667,13.95,70.1005,169.26758,23,3.1,19.9,14.88333,11.28333,15.43333,11.28333,986,202,10,94.14123,573,38,287,38,2620
15,976046571,Icterus abeillei,19.301096,-99.09682,12,2013,16.41667,15.68333,69.08957,173.9427,27.2,4.5,22.7,17.5,14.15,18.38333,14.05,681,146,7,96.61803,398,22,201,22,2238
16,975904626,Icterus abeillei,19.29836,-99.25397,4,2013,13.61667,13.95,70.1005,169.26758,23,3.1,19.9,14.88333,11.28333,15.43333,11.28333,986,202,10,94.14123,573,38,287,38,2620
17,975897241,Icterus abeillei,19.273462,-99.09311,5,2013,15.97917,15.55833,67.94032,179.48737,27,4.1,22.9,17.05,13.61667,18.1,13.61667,699,148,7,95.45568,403,24,205,24,2239
18,975887178,Icterus abeillei,19.3011,-99.093414,5,2013,16.41667,15.68333,69.08957,173.9427,27.2,4.5,22.7,17.5,14.15,18.38333,14.05,681,146,7,96.61803,398,22,201,22,2238
19,975375811,Icterus abeillei,19.050629,-98.9483,12,2013,14.10417,13.825,69.125,147.85524,24.1,4.1,20,14.95,12.15,15.86667,12.15,1006,194,8,94.89522,575,38,309,38,2671
20,975302521,Icterus abeillei,21.55054,-102.15626,12,2013,17.525,17.98333,63.77068,297.29462,31.1,2.9,28.2,19.53333,16.6,20.85,13.56667,582,146,3,108.68373,379,19,256,34,1869
21,974911003,Icterus abeillei,19.319784,-99.193504,12,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
22,974309937,Icterus abeillei,19.319227,-99.19376,11,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
23,974044170,Icterus abeillei,19.31608,-99.1921,12,2013,15.49583,14.94167,69.17439,168.35376,25.8,4.2,21.6,16.51667,13.23333,17.45,13.23333,861,181,9,96.76665,504,30,247,30,2341
24,973960494,Icterus abeillei,19.316772,-99.19311,12,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
25,973609694,Icterus abeillei,19.354244,-99.13205,12,2013,16.80833,15.51667,69.8949,173.28159,27.4,5.2,22.2,17.91667,14.55,18.75,14.45,726,153,7,95.21571,420,24,210,24,2243
26,973318428,Icterus abeillei,19.295834,-99.19633,12,2013,15.14167,14.86667,68.50999,171.52835,25.6,3.9,21.7,16.15,12.86667,17.15,12.86667,867,181,9,96.61777,507,30,249,30,2344
27,973223134,Icterus abeillei,19.539246,-103.5664,1,1994,13.75417,11.69167,63.88889,206.07211,22.3,4,18.3,15.45,12.78333,15.86667,10.93333,1077,226,7,92.54782,603,30,444,76,2478
28,972155158,Icterus abeillei,21.006725,-100.79892,11,2013,17.5875,16.59167,62.14108,288.28745,30.4,3.7,26.7,19.96667,15.01667,20.7,13.73333,527,117,5,94.3912,307,23,150,27,1859
29,972065345,Icterus abeillei,19.36756,-99.24608,11,2013,15.00833,14.66667,70.51283,162.29648,24.8,4,20.8,16.11667,12.76667,16.8,12.76667,892,190,8,97.45295,531,29,260,29,2473
30,972047867,Icterus abeillei,19.292309,-99.20077,11,2013,14.87917,14.775,69.04205,169.9794,25.1,3.7,21.4,15.91667,12.6,16.85,12.6,879,184,9,96.63945,517,30,256,30,2417
31,971941208,Icterus abeillei,19.111717,-99.194824,11,2013,12.46667,14.33333,70.95709,152.20102,22.1,1.9,20.2,13.35,10.31667,14.05,10.31667,1255,273,8,100.80518,755,34,349,34,3044
32,971882025,Icterus abeillei,19.330446,-98.216255,11,2013,15.34583,16.925,70.52084,189.68225,26.5,2.5,24,16.61667,12.71667,17.45,12.71667,727,135,6,89.47066,395,20,238,20,2262
33,971738405,Icterus abeillei,19.109982,-99.19804,11,2013,12.46667,14.33333,70.95709,152.20102,22.1,1.9,20.2,13.35,10.31667,14.05,10.31667,1255,273,8,100.80518,755,34,349,34,3044
34,971394612,Icterus abeillei,19.42155,-99.17986,10,2013,16.55,15.23333,69.24242,179.22815,27,5,22,17.73333,14.11667,18.55,14.11667,782,167,8,97.81594,464,24,225,24,2253
35,970643958,Icterus abeillei,19.260996,-98.97467,11,2013,16.5625,16.74167,68.05556,183.20535,28.5,3.9,24.6,17.6,14.2,18.78333,14.18333,588,126,4,94.00581,340,19,172,22,2230
36,969854433,Icterus abeillei,20.993118,-100.80304,10,2013,17.5875,16.575,62.07866,287.73508,30.4,3.7,26.7,19.93333,15.01667,20.7,13.73333,525,118,5,95.46194,308,22,150,25,1867
37,969648406,Icterus abeillei,19.291023,-99.1005,10,2013,16.17083,15.525,69,173.47331,26.9,4.4,22.5,17.23333,13.81667,18.15,13.81667,704,149,7,95.55434,406,24,206,24,2238
38,969351904,Icterus abeillei,19.432379,-99.133865,10,2013,16.97917,15.70833,69.5059,180.83719,27.7,5.1,22.6,18.16667,14.51667,18.98333,14.51667,705,148,7,94.97648,411,24,206,24,2243
39,969089626,Icterus abeillei,19.294928,-99.10495,10,2013,16.2875,15.55833,69.45685,173.20673,26.9,4.5,22.4,17.36667,14.03333,18.23333,13.91667,698,149,7,96.32005,406,23,205,23,2239
40,968889240,Icterus abeillei,19.316824,-99.17325,10,2013,16.075,15.06667,69.11315,170.15369,26.5,4.7,21.8,17.13333,13.78333,18.03333,13.78333,816,171,9,96.14796,473,28,233,28,2281
41,968506434,Icterus abeillei,19.419373,-99.23157,10,2013,15.6875,15.075,69.47005,173.82233,25.9,4.2,21.7,16.83333,13.31667,17.61667,13.31667,862,184,9,97.69591,509,28,244,28,2357
42,967868927,Icterus abeillei,19.301064,-99.18118,10,2013,15.6625,14.99167,68.76911,171.77054,26.1,4.3,21.8,16.7,13.36667,17.65,13.36667,838,175,9,95.9676,485,29,240,29,2298
43,967680504,Icterus abeillei,19.296259,-99.184044,10,2013,15.34167,14.93333,68.50153,172.21594,25.8,4,21.8,16.36667,13.05,17.36667,13.05,857,178,9,95.93821,496,29,246,29,2313
44,967287077,Icterus abeillei,19.291977,-99.09634,10,2013,16.25833,15.63333,69.17404,173.5961,27,4.4,22.6,17.35,14,18.23333,13.9,681,147,6,97.08243,399,22,201,22,2237
45,967265299,Icterus abeillei,19.2949,-99.09454,9,2013,16.25833,15.63333,69.17404,173.5961,27,4.4,22.6,17.35,14,18.23333,13.9,681,147,6,97.08243,399,22,201,22,2237
46,966816768,Icterus abeillei,19.330502,-98.21745,9,2013,15.34583,16.875,70.6067,187.53737,26.5,2.6,23.9,16.61667,12.76667,17.45,12.76667,728,135,5,89.65925,396,19,237,19,2255
47,966639316,Icterus abeillei,19.291054,-99.201584,9,2013,14.6875,14.75833,68.64341,172.29897,25,3.5,21.5,15.75,12.38333,16.68333,12.38333,884,186,8,96.91156,522,30,258,30,2447
48,965025867,Icterus abeillei,19.36338,-99.30169,2,2013,14.1375,14.39167,72.31993,154.43628,23.5,3.6,19.9,15.3,11.98333,15.76667,11.98333,994,206,10,94.47085,582,39,291,39,2711
49,963517668,Icterus abeillei,20.91778,-100.7273,8,2013,17.0125,15.55833,61.73942,274.88943,29.3,4.1,25.2,19.21667,14.58333,20.01667,13.35,544,123,7,94.72888,321,29,149,31,2015
50,962410199,Icterus abeillei,19.313108,-99.19981,8,2013,15.49583,14.94167,69.17439,168.35376,25.8,4.2,21.6,16.51667,13.23333,17.45,13.23333,861,181,9,96.76665,504,30,247,30,2341
51,962313834,Icterus abeillei,19.313799,-99.19684,7,2013,15.49583,14.94167,69.17439,168.35376,25.8,4.2,21.6,16.51667,13.23333,17.45,13.23333,861,181,9,96.76665,504,30,247,30,2341
52,961824004,Icterus abeillei,19.126125,-99.49919,3,2001,13.5375,15.44167,69.55705,167.36087,24.1,1.9,22.2,14.7,11.18333,15.3,11.18333,1049,215,8,97.03866,620,34,319,34,2615
53,961539360,Icterus abeillei,19.430677,-99.09501,3,2001,17.17083,16.14167,69.87734,181.63974,28.1,5,23.1,18.4,14.68333,19.16667,14.68333,646,135,7,93.4642,376,23,192,23,2235
54,961209704,Icterus abeillei,17.044062,-96.76829,7,2013,20.31667,15.06667,71.06918,134.57565,30.7,9.5,21.2,20.85,18.7,22,18.61667,662,149,3,92.07858,354,16,257,23,1854
55,960787281,Icterus abeillei,18.999336,-98.19744,7,2013,17,17.03333,72.17514,187.90714,28.2,4.6,23.6,18.33333,14.4,19.08333,14.4,833,176,5,96.38648,460,17,285,17,2135
56,960623087,Icterus abeillei,19.317911,-99.195496,6,2012,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
57,960546427,Icterus abeillei,19.316904,-99.19317,7,2009,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
58,959294388,Icterus abeillei,19.460024,-99.0751,7,2013,17.125,16.18333,70.05772,184.82793,28,4.9,23.1,18.4,14.71667,19.13333,14.58333,602,128,6,94.15407,357,21,185,21,2241
59,958809530,Icterus abeillei,18.935068,-98.18925,6,2013,17.05833,16.76667,71.65242,186.75256,28.1,4.7,23.4,18.4,14.48333,19.16667,14.48333,797,172,3,97.11597,445,17,281,17,2074
60,958772354,Icterus abeillei,19.323503,-99.18027,7,2013,15.9625,15.05833,69.39324,168.87494,26.3,4.6,21.7,17,13.68333,17.9,13.68333,829,175,9,96.70722,484,28,237,28,2295
61,958346313,Icterus abeillei,19.30215,-99.09382,6,2013,16.41667,15.68333,69.08957,173.9427,27.2,4.5,22.7,17.5,14.15,18.38333,14.05,681,146,7,96.61803,398,22,201,22,2238
62,958280298,Icterus abeillei,19.348978,-98.20226,6,2013,15.2,16.98333,70.47026,189.86836,26.4,2.3,24.1,16.5,12.56667,17.28333,12.56667,721,134,5,89.70737,394,19,238,19,2283
63,957930767,Icterus abeillei,19.979856,-101.28478,2,2013,17.21667,16.75,64.17625,235.64546,29.8,3.7,26.1,18.18333,17.26667,20.01667,14.11667,780,184,5,109.29542,505,19,169,33,1843
64,957871814,Icterus abeillei,19.154573,-99.90692,6,1990,12.24583,13.99167,69.95834,176.39647,21.2,1.2,20,13.83333,10.31667,13.91667,9.75,1360,255,14,87.92536,731,57,607,63,2631
65,957773883,Icterus abeillei,19.316996,-99.193886,6,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
66,957710855,Icterus abeillei,19.389723,-99.245,6,2013,15.05,14.68333,70.59295,162.85797,24.8,4,20.8,16.15,12.78333,16.81667,12.78333,884,189,8,97.7459,527,28,258,28,2484
67,957551067,Icterus abeillei,19.49996,-99.105736,6,2013,16.425,15.93333,69.88304,173.67027,27.1,4.3,22.8,17.55,14.16667,18.35,14.05,662,138,8,93.20772,385,25,195,25,2344
68,956489128,Icterus abeillei,19.322803,-99.221535,6,2013,15.1125,14.825,69.60094,166.10684,25.2,3.9,21.3,16.16667,12.86667,17,12.86667,902,187,10,95.38574,524,33,257,33,2395
69,956358013,Icterus abeillei,19.680132,-99.377174,6,2013,13.34583,15.325,69.03153,190.26843,23.5,1.3,22.2,14.88333,10.73333,15.28333,10.73333,910,195,10,94.7647,531,35,262,35,2545
70,955996881,Icterus abeillei,19.316254,-99.11492,6,2013,16.5375,15.59167,69.60565,172.1274,27.2,4.8,22.4,17.61667,14.18333,18.46667,14.18333,713,150,8,94.83183,410,25,207,25,2238
71,955648889,Icterus abeillei,19.759918,-99.49665,6,2013,12.8125,14.625,69.97607,191.62137,22.2,1.3,20.9,14.48333,11.03333,14.68333,10.15,1019,219,11,96.62558,597,39,484,40,2540
72,954858064,Icterus abeillei,19.516127,-99.242455,7,2012,15.84167,15.56667,69.18518,179.23871,26.4,3.9,22.5,17.08333,13.51667,17.81667,13.38333,803,173,8,98.73809,480,24,231,24,2344
73,954055580,Icterus abeillei,20.94679,-100.79454,5,2013,17.68333,16.3,61.97719,286.35907,30.3,4,26.3,20.05,15.06667,20.75,13.83333,546,122,5,95.24147,320,22,153,26,1852
74,953624623,Icterus abeillei,19.319063,-99.19573,5,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
75,953020054,Icterus abeillei,19.294415,-99.095856,5,2013,16.25833,15.63333,69.17404,173.5961,27,4.4,22.6,17.35,14,18.23333,13.9,681,147,6,97.08243,399,22,201,22,2237
76,951987281,Icterus abeillei,20.644913,-103.826805,5,2013,21.50833,18.71667,63.23198,284.97076,35.7,6.1,29.6,24,20.81667,24.58333,17.68333,773,203,2,116.45314,530,15,378,34,1265
77,951871138,Icterus abeillei,19.419058,-99.20119,5,2013,16.15417,15.04167,68.99847,176.89825,26.5,4.7,21.8,17.28333,13.75,18.15,13.75,832,179,8,98.64943,494,25,234,25,2290
78,951077404,Icterus abeillei,19.68232,-101.182144,5,2013,17.75,16.9,66.27451,217.89279,30.3,4.8,25.5,19.23333,17.75,20.33333,14.85,812,191,7,105.18361,514,28,203,38,1972
79,948571961,Icterus abeillei,19.292511,-99.19757,4,2013,15.14167,14.86667,68.50999,171.52835,25.6,3.9,21.7,16.15,12.86667,17.15,12.86667,867,181,9,96.61777,507,30,249,30,2344
80,948248717,Icterus abeillei,19.318039,-99.19426,4,2013,15.68333,15,69.44444,168.17648,26,4.4,21.6,16.71667,13.41667,17.63333,13.41667,854,181,8,97.62879,503,27,246,27,2328
81,945510081,Icterus abeillei,19.303083,-99.100136,3,2013,16.42083,15.59167,69.2963,172.69862,27.1,4.6,22.5,17.5,14.16667,18.36667,14.06667,693,149,7,96.83548,405,23,204,23,2238
82,945104006,Icterus abeillei,19.233364,-99.23229,5,1986,13.1125,14.475,70.26699,160.25726,23,2.4,20.6,14.3,10.9,14.81667,10.9,1161,243,9,97.55763,683,37,328,37,2961
83,945091924,Icterus abeillei,19.398226,-99.16796,6,1986,16.57083,15.19167,69.36834,175.63467,27,5.1,21.9,17.7,14.18333,18.55,14.18333,782,166,8,96.89239,459,24,224,24,2252
84,945086001,Icterus abeillei,19.210184,-99.27529,5,1986,10.325,13.23333,73.11234,140.02434,18.8,0.7,18.1,11.25,8.33333,11.7,8.33333,1200,241,12,92.63356,681,46,335,46,3449
85,944776153,Icterus abeillei,20.291517,-103.29653,3,2013,19.55,12.2,61.61616,229.10896,29,9.2,19.8,21.63333,18.63333,21.91667,16.36667,829,217,3,117.79729,563,13,406,31,1520
86,944684387,Icterus abeillei,20.289007,-103.30249,3,2013,19.5125,12.29167,61.45833,230.59337,29.1,9.1,20,21.6,18.6,21.91667,16.31667,825,216,3,117.67255,560,13,404,31,1525
87,943894521,Icterus abeillei,19.28301,-99.10326,3,2013,16.07917,15.49167,68.5472,175.64758,26.9,4.3,22.6,17.13333,13.73333,18.11667,13.73333,704,150,7,96.45336,409,23,207,23,2239
88,941152141,Icterus abeillei,19.314869,-99.19264,9,1991,15.49583,14.94167,69.17439,168.35376,25.8,4.2,21.6,16.51667,13.23333,17.45,13.23333,861,181,9,96.76665,504,30,247,30,2341
89,941150301,Icterus abeillei,19.286922,-99.10389,9,1991,16.17083,15.525,69,173.47331,26.9,4.4,22.5,17.23333,13.81667,18.15,13.81667,704,149,7,95.55434,406,24,206,24,2238
90,940295889,Icterus abeillei,20.905664,-100.747116,2,2013,17.22083,15.45833,61.10013,281.65466,29.5,4.2,25.3,19.53333,14.7,20.26667,13.46667,557,124,6,94.71552,326,25,153,30,1926
91,938735556,Icterus abeillei,19.315517,-99.19556,2,2013,15.49583,14.94167,69.17439,168.35376,25.8,4.2,21.6,16.51667,13.23333,17.45,13.23333,861,181,9,96.76665,504,30,247,30,2341
92,937949666,Icterus abeillei,19.309929,-99.09668,2,2013,16.5625,15.74167,69.6534,173.3903,27.3,4.7,22.6,17.65,14.31667,18.51667,14.2,683,145,7,94.88968,394,24,199,24,2238
93,937942404,Icterus abeillei,19.309158,-99.09638,2,2013,16.5625,15.74167,69.6534,173.3903,27.3,4.7,22.6,17.65,14.31667,18.51667,14.2,683,145,7,94.88968,394,24,199,24,2238
94,937698163,Icterus abeillei,19.272259,-98.25425,1,2013,15.21667,17.03333,70.67773,182.59908,26.5,2.4,24.1,16.36667,12.68333,17.3,12.68333,774,144,6,92.08409,428,20,248,20,2337
95,937656696,Icterus abeillei,19.330015,-98.35682,1,2013,15.73333,17.15,70.57613,184.44431,27.2,2.9,24.3,16.95,13.23333,17.88333,13.23333,732,137,5,92.13976,407,19,228,19,2227
96,937552381,Icterus abeillei,19.211077,-99.957565,1,2013,11.44583,13.24167,69.69298,174.34889,20.1,1.1,19,12.86667,8.98333,13.1,8.98333,1162,216,13,90.03737,637,48,513,48,2854
97,934901523,Icterus abeillei,18.921837,-99.49437,1,2013,19.56667,14.23333,66.82317,175.65895,30.4,9.1,21.3,20.31667,17.43333,21.81667,17.4,1071,225,4,107.83444,657,24,311,31,1593
98,899940010,Icterus abeillei,19.341166,-99.179913,10,2007,16.28333,15.08333,69.50845,168.75659,26.6,4.9,21.7,17.33333,14,18.2,14,824,173,9,96.60721,480,27,235,27,2271
99,896300074,Icterus abeillei,19.901854,-101.31068,2,1939,17.25417,16.59167,64.06049,236.46506,29.7,3.8,25.9,18.36667,17.13333,19.98333,14.11667,795,190,5,110.63678,519,18,174,33,1841
100,896294810,Icterus abeillei,19.996886,-101.154428,7,1954,17.45417,16.30833,63.70443,235.38612,30.1,4.5,25.6,19.06667,17.5,20.3,14.38333,726,172,5,108.99823,468,20,164,32,1847
101,896286861,Icterus abeillei,20.596121,-101.614541,10,1949,19.30833,17.18333,62.48485,286.98935,32.7,5.2,27.5,20.78333,18.73333,22.63333,15.55,647,174,4,112.76331,427,16,145,25,1693
102,896282655,Icterus abeillei,23.35459,-103.002633,8,1947,16.17917,18.65833,62.61185,354.76279,30.4,0.6,29.8,18.86667,14.9,20.18333,11.51667,406,93,3,94.19222,243,16,158,35,2029
103,896280224,Icterus abeillei,20.386317,-99.072934,11,1946,17.17083,16.40833,66.4305,228.15921,29.1,4.4,24.7,18.41667,14.13333,19.7,14.13333,398,72,7,73.84171,185,24,136,24,1929
104,896278191,Icterus abeillei,23.580227,-103.248137,5,1946,16.4125,17.975,62.41319,358.48245,30.2,1.4,28.8,19.21667,15.08333,20.46667,11.71667,424,100,4,96.29333,260,16,161,33,2041
105,896277288,Icterus abeillei,21.76172,-101.838711,5,1946,16.71667,16.53333,64.33204,277.42593,29.1,3.4,25.7,19.25,15.91667,19.73333,12.98333,523,117,7,94.27093,311,32,218,43,2085
106,896277249,Icterus abeillei,24.054307,-104.53245,5,1946,16.59583,17.225,59.80903,384.78125,29.9,1.1,28.8,19.65,15.05,20.96667,11.58333,508,122,2,108.00006,340,11,203,38,1864
107,896277216,Icterus abeillei,19.289858,-99.512357,7,1945,13.88333,16.23333,71.51248,169.22731,24.3,1.6,22.7,15.18333,11.46667,15.51667,11.46667,980,205,9,95.80897,576,35,293,35,2584
108,896276525,Icterus abeillei,20.35,-102.783333,3,1945,20.12917,15.50833,63.29932,249.26672,31.8,7.3,24.5,22.23333,19.45,22.81667,16.71667,775,209,2,119.6422,536,13,391,28,1527
109,896274946,Icterus abeillei,22.200205,-100.970786,5,1944,17.74583,15.84167,62.36877,300.70718,30.1,4.7,25.4,20.4,15,20.9,13.7,383,66,8,71.53427,184,31,167,34,1863
110,896274798,Icterus abeillei,19.044417,-100.04405,12,1943,17.74583,14.55833,69.6571,143.55009,28.5,7.6,20.9,17.91667,18.15,19.61667,16,1095,215,6,101.46114,635,26,290,30,1747
111,896274544,Icterus abeillei,21.820664,-102.349036,3,1944,17.3375,17.325,63,309.8176,30.5,3,27.5,19.56667,16.25,20.76667,13.18333,497,127,2,108.02058,325,14,218,31,1843
112,896271636,Icterus abeillei,20.678402,-101.346541,3,1943,19.80833,16.28333,62.87002,279.47867,32.3,6.4,25.9,22.08333,19.45,22.9,16.08333,647,162,4,109.63229,420,19,156,25,1722
113,896271236,Icterus abeillei,19.47129,-99.180622,3,1943,16.7875,15.90833,69.4687,181.9481,27.6,4.7,22.9,18.01667,14.3,18.78333,14.3,756,159,7,96.51694,443,23,217,23,2245
114,896269969,Icterus abeillei,16.914416,-96.300658,12,1942,18.47917,12.45833,67.70834,128.8667,27.9,9.5,18.4,18.86667,17.06667,20.13333,16.93333,729,149,2,93.82586,388,14,255,25,1918
115,896266887,Icterus abeillei,21.283224,-101.93399,3,1942,18.05,17.66667,62.8707,299.68924,31.5,3.4,28.1,20.76667,17.33333,21.33333,14.05,584,143,4,105.5266,374,20,268,32,1882
116,896266376,Icterus abeillei,18.611713,-99.258692,6,1944,25.1625,17.375,66.57088,212.22977,37.8,11.7,26.1,26.08333,22.61667,27.9,22.51667,976,208,3,110.16272,608,16,283,25,908
117,896265114,Icterus abeillei,19.435109,-100.186681,10,1941,11.29583,13.90833,68.51395,184.12518,20.6,0.3,20.3,12.91667,9.31667,13.06667,8.7,1032,214,12,94.5925,594,47,465,50,2925
118,896261653,Icterus abeillei,22.348508,-102.233884,10,1940,17.16667,17.16667,63.11275,305.70584,30.1,2.9,27.2,20.03333,16.31667,20.51667,13.05,407,98,3,93.60666,241,17,176,37,1944
119,896259172,Icterus abeillei,20.442136,-100.072287,12,1939,17.62917,16.95833,63.75314,261.39014,30.3,3.7,26.6,19.75,15.36667,20.56667,14.21667,568,128,5,96.231,341,25,162,26,1905
120,896258202,Icterus abeillei,19.813889,-101.790415,9,1939,16.91667,16.56667,62.75253,254.84695,29.6,3.2,26.4,18.15,16.81667,19.81667,13.51667,867,206,5,108.0376,559,20,184,35,1993
121,896250893,Icterus abeillei,20.027693,-103.605245,3,1940,18.525,15.5,63.52459,231.97276,30.3,5.9,24.4,20.56667,17.8,21,15.35,840,196,7,103.15399,509,23,377,49,1580
122,896246620,Icterus abeillei,19.357378,-99.067096,10,1932,17.14583,16.225,70.23809,174.3098,28.2,5.1,23.1,18.23333,14.88333,19.1,14.76667,651,134,7,91.31715,366,26,188,26,2244
123,896246615,Icterus abeillei,19.28,-99.276111,1,1933,12.6625,13.15833,71.12612,164.48439,21.2,2.7,18.5,14.06667,10.36667,14.28333,10.36667,1121,227,10,94.75286,651,40,319,40,2915
124,891771328,Icterus abeillei,19.68973,-101.204415,7,2013,17.97917,17.475,66.69848,220.87077,30.8,4.6,26.2,19.46667,17.98333,20.6,15.05,784,184,7,104.123,496,26,198,39,1905
125,891771291,Icterus abeillei,19.689556,-101.204396,7,2013,17.97917,17.475,66.69848,220.87077,30.8,4.6,26.2,19.46667,17.98333,20.6,15.05,784,184,7,104.123,496,26,198,39,1905
126,891759778,Icterus abeillei,19.333112,-98.983705,7,2013,16.47083,16.075,71.44445,163.26857,27.3,4.8,22.5,17.43333,14.38333,18.33333,14.23333,701,145,6,92.969,407,23,216,24,2466
127,858867192,Icterus abeillei,25.103333,-108.033333,5,1904,24.40833,14.41667,56.98287,462.47769,35.4,10.1,25.3,29.71667,22.68333,29.71667,18.76667,547,160,2,118.94807,392,7,392,52,15
128,858594566,Icterus abeillei,19.341667,-99.071667,6,1919,17.14167,16.21667,70.20202,174.119,28.2,5.1,23.1,18.21667,14.76667,19.1,14.76667,651,135,7,91.72715,367,25,188,25,2245
129,858476379,Icterus abeillei,20.665,-103.313333,10,1892,21.10417,17.325,65.625,256.38623,33.8,7.4,26.4,23.26667,20.33333,23.75,17.56667,942,248,4,118.10449,644,14,452,33,1566
130,832941480,Icterus abeillei,19.318777,-99.12211,6,2012,16.59167,15.55,69.73094,172.53239,27.2,4.9,22.3,17.66667,14.23333,18.53333,14.23333,727,152,8,94.46204,416,25,210,25,2244
