fid,gbifID,species,decimalLat,decimalLon,month,year,1_Annual_Mean_Temp,2_Mean_Diurnal_Range,3_Isothermality,4_Temperature Seasonality,5_Max_Temp_Warmest_Month,6_Min_Temp_Coldest_Month,7_Temp_Annual_Range,8_Mean_Temp_Wettest_Quarter,9_Mean_Temp_Driest_Quarter,10_Mean_Temp_Warmest_Quarter,11_Mean_Temp_Coldest_Quarter,12_Annual_Precip,13_Precip_Wettest_Month,14_Precip_Driest_Month,15_Precip_Seasonality,16_Precip_Wettest_Quarter,17_Precip_Driest_Quarter,18_Precip_Warmest_Quarter,19_Precip_Coldest_Quarter,20_Elevation
13,3859209981,Sceloporus gadoviae,18.668413,-101.660848,4,2022,27.2625,15.95833,75.63191,112.7976,37.7,16.6,21.1,27.6,26.68333,28.6,25.8,707,164,2,108.2011,450,9,287,28,233
14,3859551223,Sceloporus gadoviae,18.316401,-97.360816,6,2022,23.2,17.46667,69.03821,234.85971,35.5,10.2,25.3,24.21667,21.35,25.9,20.05,403,97,3,100.09436,208,14,142,15,1284
15,1836597613,Sceloporus gadoviae,18.189251,-97.247684,7,2017,24.38333,18.13333,70.28424,234.78554,37,11.2,25.8,25.71667,21.26667,27.15,21.26667,356,78,2,99.56297,200,10,121,10,1102
16,4465597862,Sceloporus gadoviae,18.337545,-97.458588,5,2023,21.07917,15.29167,67.66224,211.79384,32.2,9.6,22.6,22.35,18.25,23.53333,18.25,485,113,3,96.62588,255,16,177,16,1571
17,4855099801,Sceloporus gadoviae,18.20889,-97.12956,4,2024,24.48333,18.7,71.10266,231.68684,37.5,11.2,26.3,25.2,21.48333,27.3,21.48333,596,115,6,92.15353,328,24,177,24,1044
18,4414016755,Sceloporus gadoviae,18.811436,-101.678422,8,2023,23.50417,15.39167,69.64555,146.99193,34.6,12.5,22.1,23.81667,23.3,25.45,21.66667,835,202,2,113.29202,549,11,167,25,896
19,3013940750,Sceloporus gadoviae,19.202158,-101.865919,11,2020,23.975,16.35,68.125,191.19839,35.5,11.5,24,24.81667,23.5,26.18333,21.38333,775,190,3,113.56259,511,11,163,25,589
20,4512138443,Sceloporus gadoviae,19.201725,-101.865463,6,2023,23.975,16.35,68.125,191.19839,35.5,11.5,24,24.81667,23.5,26.18333,21.38333,775,190,3,113.56259,511,11,163,25,589
21,2873900344,Sceloporus gadoviae,18.182255,-97.479329,2,2020,18.6875,14.55833,67.08909,194.66901,29.7,8,21.7,19.66667,17.41667,21.05,16.18333,524,119,7,86.51568,261,25,200,29,1917
22,2850566346,Sceloporus gadoviae,18.941361,-101.679917,6,2018,23.625,16.1,68.80341,166.08461,35.2,11.8,23.4,24.13333,23.43333,25.73333,21.5,768,186,2,111.92482,500,10,154,23,753
23,1805368294,Sceloporus gadoviae,17.905536,-96.982412,9,2016,25.47083,14.94167,62.78011,249.54013,37.4,13.6,23.8,26.36667,23.4,28.5,22.18333,613,127,5,99.21863,358,19,169,19,561
24,2006076732,Sceloporus gadoviae,18.316111,-97.615,5,2017,20.17917,14.875,67.61364,201.47702,31.3,9.3,22,21.25,17.53333,22.55,17.53333,487,119,3,94.55219,260,13,190,13,1732
25,4054964508,Sceloporus gadoviae,18.324768,-97.453014,11,2022,21.97917,15.94167,67.83688,224.71657,33.5,10,23.5,23.38333,18.96667,24.56667,18.96667,436,104,3,101.30611,224,14,159,14,1443
26,4102727356,Sceloporus gadoviae,19.202778,-101.867292,11,2020,24.16667,16.4,68.33333,189.22491,35.7,11.7,24,25,23.66667,26.35,21.6,772,188,3,113.49886,509,10,162,24,541
27,4054821560,Sceloporus gadoviae,18.180999,-97.739195,2,2023,21.5875,14.79167,68.79845,179.60973,32.6,11.1,21.5,22.33333,19.35,23.83333,19.35,446,102,5,93.69803,241,16,153,16,1612
28,4145556410,Sceloporus gadoviae,17.86137,-97.046039,8,2022,25.10417,16.35833,66.7687,237.9406,37.4,12.9,24.5,25.9,23.28333,28.01667,22.01667,713,140,9,93.39221,400,30,203,31,889
29,2873768348,Sceloporus gadoviae,18.14378,-97.46913,2,2020,20.0625,14.875,66.70404,203.01282,31.3,9,22.3,21.13333,18.71667,22.51667,17.45,515,117,6,87.91346,265,22,186,31,1763
30,4952610198,Sceloporus gadoviae,18.45486,-99.118652,7,2015,24.98333,16.76667,68.43538,191.36272,36.8,12.3,24.5,25.7,22.73333,27.45,22.63333,951,199,3,109.44487,590,15,273,23,952
31,1802600829,Sceloporus gadoviae,17.836832,-97.102318,5,2015,21.70833,15.4,64.9789,237.65744,33.3,9.6,23.7,23.21667,20.03333,24.51667,18.61667,928,177,12,90.41381,505,41,262,66,1539
32,4126710217,Sceloporus gadoviae,18.967208,-101.777719,4,2023,23.99167,16.16667,68.50282,161.13002,35.8,12.2,23.6,24.35,23.86667,26.11667,21.98333,757,184,3,112.60849,496,11,154,23,739
33,1805368174,Sceloporus gadoviae,18.03087,-98.971367,3,2017,26.0375,16.94167,70.29737,167.80838,38,13.9,24.1,26.51667,25.16667,28.3,24.11667,920,194,3,107.78368,561,14,268,22,816
34,2005406485,Sceloporus gadoviae,18.250774,-97.313848,11,2016,23.925,18.25,69.65649,240.84605,36.6,10.4,26.2,25.36667,22.05,26.71667,20.7,324,76,1,103.76717,181,8,117,8,1168
35,4102668502,Sceloporus gadoviae,18.920096,-101.932622,3,2023,25.42083,15.29167,70.79475,142.27788,36.2,14.6,21.6,25.68333,25.2,27.28333,23.61667,764,181,2,112.94404,505,8,150,26,371
36,1802619432,Sceloporus gadoviae,18.331332,-97.457238,4,2017,21.82917,15.875,68.13304,221.29227,33.2,9.9,23.3,23.18333,20.13333,24.36667,18.86667,440,105,3,101.11546,228,14,162,14,1457
37,4904040304,Sceloporus gadoviae,17.912113,-99.549356,3,2024,27.125,14.91667,69.37984,158.58035,37.9,16.4,21.5,27.46667,26.31667,29.3,25.38333,1177,257,3,112.15823,721,18,321,23,542
38,2574306006,Sceloporus gadoviae,18.470855,-99.14141,2,2020,25.41667,17.15,67.25491,205.79483,37.6,12.1,25.5,26.23333,22.98333,28.05,22.85,924,195,2,110.01356,576,13,266,21,817
39,4102657521,Sceloporus gadoviae,18.829688,-101.885312,3,2023,25.95417,15.59167,72.85826,127.43015,36.6,15.2,21.4,26.16667,25.7,27.61667,24.33333,743,175,2,112.02856,488,7,140,26,328
40,2294446655,Sceloporus gadoviae,17.944722,-98.851389,6,2014,22.35,14.58333,75.17182,116.96933,32.5,13.1,19.4,22.6,21.7,23.91667,21.03333,1063,222,4,107.49995,654,19,317,19,1716
41,1806370342,Sceloporus gadoviae,17.645905,-96.942321,1,2018,24.54167,15.31667,64.90113,233.09023,36.3,12.7,23.6,25.78333,21.55,27.4,21.55,781,153,9,91.63081,432,31,227,31,970
42,1806370167,Sceloporus gadoviae,17.638045,-96.935914,1,2018,24.63333,15.05,64.31624,235.6937,36.4,13,23.4,25.86667,21.61667,27.53333,21.61667,692,138,8,93.26933,388,25,205,25,896
43,4145328468,Sceloporus gadoviae,17.865224,-97.030624,9,2022,25.60417,15.425,64.27083,243.53886,37.7,13.7,24,26.98333,23.68333,28.58333,22.43333,555,114,4,99.46937,324,17,162,17,680
44,3785165708,Sceloporus gadoviae,18.326497,-97.583836,5,2022,20.48333,15.21667,67.93155,199.94698,31.7,9.3,22.4,21.56667,17.83333,22.81667,17.83333,473,114,3,95.1413,253,13,182,13,1683
45,3712639303,Sceloporus gadoviae,18.176786,-97.309299,11,2016,20.725,14.2,65.13761,218.78279,31.6,9.8,21.8,22.03333,19.11667,23.33333,17.85,660,138,7,89.3636,348,27,211,32,1700
46,3881838004,Sceloporus gadoviae,19.219784,-102.187634,5,2022,22.97917,16.075,68.11441,167.14798,34.8,11.2,23.6,23.38333,22.75,25.16667,20.86667,902,217,4,112.04628,583,13,197,30,986
47,3994052593,Sceloporus gadoviae,18.324419,-97.452502,11,2022,21.97917,15.94167,67.83688,224.71657,33.5,10,23.5,23.38333,18.96667,24.56667,18.96667,436,104,3,101.30611,224,14,159,14,1443
48,3712706309,Sceloporus gadoviae,17.901543,-96.98353,8,2018,25.74167,14.95,62.81513,248.21024,37.6,13.8,23.8,26.65,23.66667,28.75,22.46667,600,124,5,99.18404,350,19,164,19,532
49,4145414663,Sceloporus gadoviae,18.115802,-97.340259,4,2023,20.05,14.2,64.84019,223.63728,31,9.1,21.9,21.38333,18.45,22.7,17.13333,590,130,5,92.96909,321,20,201,22,1767
50,4458478857,Sceloporus gadoviae,18.331645,-97.457272,11,2023,21.82917,15.875,68.13304,221.29227,33.2,9.9,23.3,23.18333,20.13333,24.36667,18.86667,440,105,3,101.11546,228,14,162,14,1457
51,4145211348,Sceloporus gadoviae,17.861561,-97.046041,5,2022,25.10417,16.35833,66.7687,237.9406,37.4,12.9,24.5,25.9,23.28333,28.01667,22.01667,713,140,9,93.39221,400,30,203,31,889
52,3712727303,Sceloporus gadoviae,17.643739,-96.947322,8,2018,24.54167,15.31667,64.90113,233.09023,36.3,12.7,23.6,25.78333,21.55,27.4,21.55,781,153,9,91.63081,432,31,227,31,970
53,2005382978,Sceloporus gadoviae,18.166782,-97.759107,4,2018,21.52917,14.475,68.92857,174.4662,32.4,11.4,21,22.2,19.38333,23.73333,19.38333,456,105,5,94.73624,251,15,158,15,1630
54,3712562916,Sceloporus gadoviae,18.176755,-98.92665,3,2022,24.52917,16.89167,72.49642,162.71083,36.2,12.9,23.3,25.08333,23.63333,26.65,22.6,928,192,3,107.08934,562,12,271,22,1184
55,1806324334,Sceloporus gadoviae,18.664158,-99.487168,3,2017,23.775,15.5,65.95744,193.64331,35.4,11.9,23.5,24.53333,21.48333,26.31667,21.41667,1108,233,3,109.79383,681,19,318,29,1061
56,2005407544,Sceloporus gadoviae,18.16345,-97.107468,8,2017,24.725,18.18333,69.9359,236.34045,37.6,11.6,26,25.5,21.63333,27.58333,21.63333,757,143,9,91.63853,420,31,217,31,905
57,2429525145,Sceloporus gadoviae,18.338357,-97.449013,5,2019,20.89167,14.91667,66.89088,213.12431,31.9,9.6,22.3,22.16667,18.05,23.36667,18.05,517,117,4,93.14619,267,19,186,19,1617
58,2873882361,Sceloporus gadoviae,18.32964,-97.473217,3,2020,21.65833,15.86667,68.09728,216.34183,33.1,9.8,23.3,22.95,20,24.16667,18.76667,437,105,2,101.15835,230,13,162,13,1480
59,4527936366,Sceloporus gadoviae,18.533333,-98.933333,11,2019,23.44167,16.1,70.92511,160.79114,34.7,12,22.7,23.96667,22.55,25.53333,21.53333,947,199,3,106.44903,577,15,273,29,1303
60,3109310306,Sceloporus gadoviae,18.666646,-99.50695,1,2009,23.42917,15.20833,65.83694,194.01802,34.8,11.7,23.1,24.21667,21.1,25.95,21.05,1121,236,3,109.89372,689,19,323,29,1102
61,4145412409,Sceloporus gadoviae,17.865236,-97.030544,9,2022,25.60417,15.425,64.27083,243.53886,37.7,13.7,24,26.98333,23.68333,28.58333,22.43333,555,114,4,99.46937,324,17,162,17,680
62,3698127380,Sceloporus gadoviae,18.5958,-98.846012,10,2019,23.97083,17.325,69.85887,187.10057,36,11.2,24.8,24.81667,21.68333,26.36667,21.66667,866,175,3,106.81572,524,15,249,24,1168
63,2873866307,Sceloporus gadoviae,18.171787,-97.244024,8,2017,24.425,17.95,70.11719,236.11922,37,11.4,25.6,25.76667,21.28333,27.2,21.28333,346,75,2,99.61808,198,8,119,8,991
64,3415794492,Sceloporus gadoviae,17.900325,-96.982798,10,2021,25.47083,14.94167,62.78011,249.54013,37.4,13.6,23.8,26.36667,23.4,28.5,22.18333,613,127,5,99.21863,358,19,169,19,561
65,1806324030,Sceloporus gadoviae,18.069306,-97.42723,10,2016,22.34583,16.275,67.53112,221.50783,34.2,10.1,24.1,23.58333,20.76667,24.95,19.43333,472,106,5,94.56024,249,18,160,19,1478
66,3698142380,Sceloporus gadoviae,18.518681,-98.938846,10,2020,23.60833,16.26667,70.72464,163.30165,35,12,23,24.13333,22.7,25.73333,21.66667,948,199,3,106.62167,577,14,272,29,1272
67,3698341316,Sceloporus gadoviae,18.584671,-99.169528,2,2019,24.8125,17.09167,67.55599,201.7438,36.9,11.6,25.3,25.71667,22.35,27.36667,22.26667,955,201,3,109.35164,591,16,276,25,954
68,1586090479,Sceloporus gadoviae,18.181319,-99.123593,12,2016,25.1875,16.69167,70.13305,169.76083,36.9,13.1,23.8,25.73333,24.28333,27.43333,23.18333,941,198,3,109.18498,581,14,273,22,962
69,1802653249,Sceloporus gadoviae,18.317601,-97.370539,11,2017,23.025,17.28333,68.8579,235.06769,35.2,10.1,25.1,24.06667,21.16667,25.71667,19.86667,402,98,3,101.07214,209,13,142,14,1287
70,3408012640,Sceloporus gadoviae,18.664521,-99.487154,10,2021,23.775,15.5,65.95744,193.64331,35.4,11.9,23.5,24.53333,21.48333,26.31667,21.41667,1108,233,3,109.79383,681,19,318,29,1061
71,4137671820,Sceloporus gadoviae,18.317065,-97.634908,4,2023,19.70417,14.675,67.31651,196.27737,30.8,9,21.8,20.71667,17.13333,22.01667,17.13333,508,125,3,95.17573,271,13,201,13,1784
72,3802317340,Sceloporus gadoviae,17.933945,-97.054638,7,2011,25.26667,16.4,66.12904,242.47148,37.6,12.8,24.8,26.11667,23.33333,28.2,22.08333,684,135,8,94.46068,387,27,192,28,746
73,4976567937,Sceloporus gadoviae,18.815967,-101.68411,5,2023,23.4,15.35,69.77272,146.25633,34.4,12.4,22,23.68333,23.2,25.35,21.58333,858,208,2,113.58031,564,11,174,26,950
74,3712521302,Sceloporus gadoviae,18.669898,-99.517937,1,2009,21.89167,14.26667,66.66666,178.50179,32.7,11.3,21.4,22.56667,19.8,24.21667,19.71667,1114,235,4,108.05444,677,20,328,29,1437
75,4145264420,Sceloporus gadoviae,17.865447,-97.029166,5,2022,25.60417,15.425,64.27083,243.53886,37.7,13.7,24,26.98333,23.68333,28.58333,22.43333,555,114,4,99.46937,324,17,162,17,680
76,4855531484,Sceloporus gadoviae,18.209076,-97.129894,4,2024,24.48333,18.7,71.10266,231.68684,37.5,11.2,26.3,25.2,21.48333,27.3,21.48333,596,115,6,92.15353,328,24,177,24,1044
77,2006101762,Sceloporus gadoviae,18.159986,-97.273078,10,2016,23.89167,17.7,69.68504,238.00146,36.3,10.9,25.4,25.28333,20.73333,26.68333,20.73333,354,78,2,99.00928,197,10,120,10,1120
78,2283337620,Sceloporus gadoviae,18.462883,-99.036759,12,2012,24.45833,16.76667,68.99863,182.31883,36.2,11.9,24.3,25.11667,23.43333,26.81667,22.25,939,196,3,108.22234,577,15,269,25,1033
79,4522566430,Sceloporus gadoviae,18.274468,-97.552268,8,2019,20.39583,14.94167,67.00299,209.4957,31.6,9.3,22.3,21.56667,17.63333,22.85,17.63333,485,115,5,90.97003,252,20,183,20,1717
80,657472368,Sceloporus gadoviae,17.9006968,-97.0100484,,,25.8,15.6,64.73029,241.51041,37.9,13.8,24.1,26.61667,23.83333,28.75,22.63333,634,129,6,96.85334,364,22,178,22,654
81,1322592475,Sceloporus gadoviae,17.8,-96.9583,10,1894,25.00833,14.68333,63.0186,243.93399,36.7,13.4,23.3,26.33333,23.11667,28,21.83333,609,125,6,96.46761,349,20,175,21,674
82,1061392317,Sceloporus gadoviae,18.7673151,-99.4667762,7,1956,22.8375,15.05833,66.33627,186.25648,34.1,11.4,22.7,23.01667,20.61667,25.28333,20.56667,1093,228,3,108.39319,661,22,313,31,1183
83,1061359390,Sceloporus gadoviae,18.1606841,-97.0900511,6,1969,24.60417,18.60833,71.02418,231.32481,37.6,11.4,26.2,25.28333,22.88333,27.43333,21.6,804,151,11,89.71355,442,38,225,40,972
84,1061359422,Sceloporus gadoviae,17.8406996,-97.0200485,6,1969,25.4625,15.34167,63.92361,245.06145,37.5,13.5,24,26.85,22.26667,28.45,22.26667,540,112,5,100.05154,317,16,159,16,687
85,1061371819,Sceloporus gadoviae,17.1207272,-99.520105,7,1972,26.40833,10.73333,72.52252,101.50758,33.8,19,14.8,27.05,26.38333,27.65,25.06667,1414,346,2,119.86831,915,10,383,21,272
86,1061373012,Sceloporus gadoviae,17.700699,-99.5334402,12,1972,24.6875,14.225,70.07389,160.5123,35,14.7,20.3,24.78333,25.35,26.78333,22.76667,1000,210,3,110.00608,624,17,257,30,1031
87,1061335550,Sceloporus gadoviae,19.5706036,-101.550161,8,1961,16.9,17.63333,64.12121,230.18767,30.2,2.7,27.5,17.88333,16.78333,19.6,13.83333,921,208,6,104.88876,574,22,211,38,2043
88,1061359405,Sceloporus gadoviae,18.0106914,-97.0500497,6,1969,25.22083,16.35833,66.49729,238.51299,37.5,12.9,24.6,26.03333,23.31667,28.11667,22.08333,799,156,9,93.70158,451,31,220,33,709
89,1061350147,Sceloporus gadoviae,18.0173418,-102.3335066,7,1964,26.94583,11.775,79.02686,116.31574,33.6,18.7,14.9,28.2,25.73333,28.28333,25.46667,1169,315,0,119.33616,810,3,649,16,44
90,1061360138,Sceloporus gadoviae,18.2673457,-97.1667203,11,1968,24.09167,18.71667,70.62894,240.28233,37.1,10.6,26.5,25.45,20.91667,26.95,20.91667,456,93,4,95.52162,253,15,145,15,1052
91,1061359339,Sceloporus gadoviae,18.3306723,-98.3400812,6,1969,24.0375,16.29167,71.45467,176.91966,35.4,12.6,22.8,24.28333,21.88333,26.3,21.86667,751,155,4,101.6301,427,14,237,19,1195
92,1061372317,Sceloporus gadoviae,18.2506725,-99.533442,7,1972,25.54167,16.6,66.93549,193.74109,37.8,13,24.8,26.13333,24.56667,28.11667,23.25,1033,217,3,110.95943,639,15,288,25,934
93,4855280129,Sceloporus gadoviae,18.332109,-97.457893,11,2022,21.82917,15.875,68.13304,221.29227,33.2,9.9,23.3,23.18333,20.13333,24.36667,18.86667,440,105,3,101.11546,228,14,162,14,1457
94,2005406272,Sceloporus gadoviae,17.886129,-99.071102,10,2017,25.94583,15.40833,70.35769,157.64543,36.8,14.9,21.9,26.48333,25.03333,28.05,24.11667,1004,217,3,110.12368,621,16,289,18,741
95,3881558318,Sceloporus gadoviae,18.27333,-97.560163,12,2018,19.34583,14.45833,66.93673,198.6026,30.3,8.7,21.6,20.4,16.75,21.7,16.75,502,119,5,89.82513,254,20,200,20,1862
96,2005406773,Sceloporus gadoviae,18.211599,-97.283249,11,2017,24.05,18,69.49807,240,36.7,10.8,25.9,25.45,20.85,26.86667,20.85,338,76,2,99.83972,187,9,117,9,1139
97,5147262499,Sceloporus gadoviae,18.5755,-101.974865,12,1962,26.37083,15.575,76.72414,102.45751,36.3,16,20.3,26.73333,25.85,27.58333,25.01667,813,185,2,111.65192,531,7,324,28,374
98,5147106669,Sceloporus gadoviae,18.682778,-99.506389,12,1922,22.4125,14.49167,66.47553,178.41635,33.4,11.6,21.8,23.06667,20.31667,24.75,20.26667,1137,240,3,108.14237,689,21,334,30,1342
99,3407948641,Sceloporus gadoviae,18.664147,-99.487358,10,2021,23.775,15.5,65.95744,193.64331,35.4,11.9,23.5,24.53333,21.48333,26.31667,21.41667,1108,233,3,109.79383,681,19,318,29,1061
100,3712551434,Sceloporus gadoviae,18.090119,-97.117611,7,2021,25.28333,17.35,68.57708,237.25067,37.8,12.5,25.3,26.13333,23.36667,28.1,22.11667,704,136,7,94.82736,398,25,203,26,803
101,3888715544,Sceloporus gadoviae,18.829788,-101.888285,6,2022,25.95417,15.59167,72.85826,127.43015,36.6,15.2,21.4,26.16667,25.7,27.61667,24.33333,743,175,2,112.02856,488,7,140,26,328
102,4145247315,Sceloporus gadoviae,18.322793,-97.559145,11,2020,20.7875,15.29167,67.96297,204.50743,32,9.5,22.5,21.93333,18.06667,23.16667,18.06667,464,111,3,95.32875,246,14,176,14,1649
103,3747273301,Sceloporus gadoviae,18.476536,-99.155431,9,2013,25.5125,17.275,67.2179,210.25014,37.8,12.1,25.7,26.36667,23.01667,28.18333,22.86667,929,197,2,109.95525,579,13,268,22,810
104,657469414,Sceloporus gadoviae,17.7506965,-99.560108,11,1977,25.72917,14.59167,70.15224,156.18256,36.2,15.4,20.8,25.68333,24.88333,27.81667,23.93333,1150,249,3,111.9551,721,17,299,29,821
105,686772947,Sceloporus gadoviae,17.9406872,-99.5901093,8,1960,27.4125,15.00833,69.16283,159.09007,38.3,16.6,21.7,27.66667,26.66667,29.6,25.7,1173,257,3,113.3101,724,16,320,20,494
106,686772949,Sceloporus gadoviae,19.0672955,-102.0835016,8,1960,24.89583,16.525,69.43278,162.47319,36.6,12.8,23.8,25.3,24.63334,26.96667,22.78333,872,201,3,111.72431,567,11,181,31,496
107,686764903,Sceloporus gadoviae,18.400669,-98.3167479,8,1960,24.2875,16.59167,71.82539,175.9794,35.7,12.6,23.1,24.5,23.18333,26.56667,22.15,624,130,4,99.27404,352,14,195,14,1118
108,686745124,Sceloporus gadoviae,18.5673277,-98.4334172,7,1955,23.12917,16.925,71.4135,184.0511,34.7,11,23.7,24.1,20.81667,25.43333,20.81667,730,164,3,102.91158,430,13,242,13,1275
109,4169037220,Sceloporus gadoviae,18.33,-97.5,12,1978,21.2875,15.675,68.15218,208.87277,32.6,9.6,23,22.48333,18.5,23.71667,18.5,453,107,3,97.89227,238,14,168,14,1542
110,4169180612,Sceloporus gadoviae,17.70002,-97.00467,2,1997,24.42917,15.84167,65.73306,237.1273,36.4,12.3,24.1,25.21667,21.35,27.31667,21.35,788,152,10,91.3139,434,34,226,34,1028
111,4169202359,Sceloporus gadoviae,20.33,-97.98,6,1969,20.75833,10.51667,56.54122,266.39713,29.7,11.1,18.6,22.61667,17.93333,23.45,17.05,2310,454,55,78.29865,1198,169,852,174,619
112,4168911038,Sceloporus gadoviae,18.319444,-97.469444,11,1978,21.52917,15.60833,67.86232,217.34407,32.8,9.8,23,22.85,18.61667,24.01667,18.61667,458,108,3,98.72774,239,14,168,14,1524
113,4169284665,Sceloporus gadoviae,17.93472,-96.93333,7,1996,24.24167,15.05,62.44813,260.51376,36.4,12.3,24.1,25.11667,22.25,27.41667,20.86667,1035,208,15,91.24812,579,48,273,55,694
114,4169246310,Sceloporus gadoviae,17.57083,-97.00361,7,1996,21.9,15.35,65.04237,228.57265,33.4,9.8,23.6,23.25,18.93333,24.6,18.91667,877,165,12,89.69748,475,36,259,54,1312
115,4168899693,Sceloporus gadoviae,18.5,-102.01,7,1978,26.46667,14.91667,76.89004,103.3382,36,16.6,19.4,26.95,25.88333,27.68333,25.1,850,194,1,112.92391,559,5,334,29,284
116,4169269688,Sceloporus gadoviae,18.30886,-97.62406,4,1999,20.08333,14.83333,67.73212,199.16112,31.2,9.3,21.9,21.15,17.46667,22.43333,17.46667,494,121,3,94.24431,263,13,194,13,1749
117,4169268548,Sceloporus gadoviae,18.34,-99.1,11,1980,25.0375,16.89167,69.22813,183.34177,36.9,12.5,24.4,25.65,24.1,27.43333,22.81667,943,200,2,110.33741,589,11,273,20,964
118,4169242742,Sceloporus gadoviae,17.70002,-97.00067,2,1997,24.42917,15.84167,65.73306,237.1273,36.4,12.3,24.1,25.21667,21.35,27.31667,21.35,788,152,10,91.3139,434,34,226,34,1028
119,4169160272,Sceloporus gadoviae,18.31417,-97.61472,9,1980,20.17917,14.875,67.61364,201.47702,31.3,9.3,22,21.25,17.53333,22.55,17.53333,487,119,3,94.55219,260,13,190,13,1732
120,4169247284,Sceloporus gadoviae,17.7029312,-97.0542228,2,1997,22.89167,16.06667,65.84699,234.43193,34.8,10.4,24.4,23.71667,21.23333,25.7,19.85,903,167,13,87.49905,480,43,255,44,1295
121,4169268500,Sceloporus gadoviae,18.43,-100.98,12,1980,27.85417,15.025,68.92201,151.79921,38.9,17.1,21.8,27.41667,28.23333,30.05,26.23333,873,212,1,119.04173,590,6,190,20,269
122,4169170349,Sceloporus gadoviae,17.71,-99.46,12,1980,22.36667,13.93333,70.37037,139.92421,32.7,12.9,19.8,22.41667,21.63333,24.2,20.71667,982,212,2,104.00633,604,17,250,41,1648
123,4169170753,Sceloporus gadoviae,17.854868,-96.9847767,2,1997,25.50417,15.25833,63.8424,242.36952,37.6,13.7,23.9,26.8,22.38333,28.53333,22.38333,625,129,6,98.40429,362,21,179,21,686
124,4169171209,Sceloporus gadoviae,17.64,-99.69,12,1980,23.25,14.13333,69.28104,163.1508,33.8,13.4,20.4,23.41667,23.88333,25.36667,21.26667,861,196,2,108.01157,543,12,211,34,1418
125,4169238293,Sceloporus gadoviae,18.25306,-97.46944,11,1978,19.2,14.16667,65.89147,210.1731,30.1,8.6,21.5,20.41667,17.68333,21.68333,16.45,521,116,7,86.3227,258,25,195,25,1838
